Cluster 16	AT3G56190.1
Cluster 16	AT5G59850.1
Cluster 16	AT3G05590.1
Cluster 16	AT4G39330.1
Cluster 16	AT2G37270.2
Cluster 16	AT3G57610.1
Cluster 16	AT1G42970.1
Cluster 16	AT4G11820.2
Cluster 16	AT1G05190.1
Cluster 16	AT1G76030.1
Cluster 16	AT5G56680.1
Cluster 16	AT3G46740.1
Cluster 16	AT1G09010.1
Cluster 16	AT3G11630.1
Cluster 16	AT1G68540.1
Cluster 16	AT3G22330.1
Cluster 16	AT1G67430.1
Cluster 16	AT1G32060.1
Cluster 16	AT2G04030.1
Cluster 16	ATMG00480.1
Cluster 16	AT1G66430.1
Cluster 16	AT1G23310.1
Cluster 16	AT5G13030.1
Cluster 16	AT5G60600.1
Cluster 16	AT5G03290.1
Cluster 16	AT5G52650.1
Cluster 16	AT2G22400.1
Cluster 16	AT1G15940.1
Cluster 16	AT3G17390.1
Cluster 16	AT2G41220.1
Cluster 16	AT1G02050.1
Cluster 16	AT3G22110.1
Cluster 16	AT5G23060.1
Cluster 16	AT3G52850.1
Cluster 16	AT2G38700.1
Cluster 16	AT3G24830.1
Cluster 16	AT4G38970.1
Cluster 16	AT3G51160.1
Cluster 16	AT2G17930.1
Cluster 16	AT1G17880.1
Cluster 16	AT5G28740.1
Cluster 16	AT3G18740.1
Cluster 16	AT3G54960.1
Cluster 16	AT5G27850.1
Cluster 16	AT4G27070.1
Cluster 16	ATCG00340.1
Cluster 16	AT1G14830.1
Cluster 16	AT1G48520.1
Cluster 16	ATCG00270.1
Cluster 16	AT3G56090.1
Cluster 16	AT3G08580.2
Cluster 16	AT1G02840.1
Cluster 16	AT1G80600.1
Cluster 16	AT1G06550.1
Cluster 16	AT1G01960.1
Cluster 16	AT3G13390.1
Cluster 16	AT4G20850.1
Cluster 16	AT4G16155.1
Cluster 16	AT5G49810.1
Cluster 16	AT1G56110.1
Cluster 16	AT5G41520.1
Cluster 16	AT4G17090.1
Cluster 16	AT3G06860.1
Cluster 16	AT2G13540.1
Cluster 16	AT2G05220.2
Cluster 16	AT5G54770.1
Cluster 16	AT3G46970.1
Cluster 16	AT1G50010.1
Cluster 16	AT5G22880.1
Cluster 16	AT1G24360.1
Cluster 16	AT4G24620.1
Cluster 16	AT3G47520.1
Cluster 16	AT1G09770.1
Cluster 16	ATCG00350.1
Cluster 16	AT5G37830.1
Cluster 16	AT3G63170.1
Cluster 16	AT5G43010.1
Cluster 16	AT1G23800.1
Cluster 16	AT3G54470.1
Cluster 16	AT2G40840.1
Cluster 16	AT5G16440.1
Cluster 16	AT5G04590.1
Cluster 16	AT4G39690.1
Cluster 16	AT2G33730.1
Cluster 16	AT5G11670.1
Cluster 16	AT4G37930.1
Cluster 16	AT4G33010.1
Cluster 16	AT4G33650.2
Cluster 16	AT3G53580.1
Cluster 16	AT5G35530.1
Cluster 16	AT1G47250.1
Cluster 16	AT1G09780.1
Cluster 16	AT1G11650.2
Cluster 16	AT3G12290.1
Cluster 16	AT1G09210.1
Cluster 16	AT5G48230.2
Cluster 16	AT5G09810.1
Cluster 16	AT4G21710.1
Cluster 16	AT5G16070.1
Cluster 16	AT3G44110.1
Cluster 16	AT2G18960.1
Cluster 16	ATCG00680.1
Cluster 16	AT5G27470.1
Cluster 16	AT4G34450.1
Cluster 16	AT1G04190.1
Cluster 16	AT2G13560.1
Cluster 16	AT1G76400.1
Cluster 16	AT2G18040.1
Cluster 16	AT1G60710.1
Cluster 16	AT1G72970.1
Cluster 16	AT2G21870.1
Cluster 16	AT1G67280.1
Cluster 16	AT4G26900.1
Cluster 16	AT5G16710.1
Cluster 16	AT2G34480.1
Cluster 16	AT1G52400.3
Cluster 16	AT1G52040.1
Cluster 16	AT3G63490.1
Cluster 16	AT5G10980.1
Cluster 16	AT4G00570.1
Cluster 16	AT1G34430.1
Cluster 16	AT4G23895.3
