SOURCE	TARGET
AT1G24620.1	AT5G10270.1
AT1G24620.1	AT5G61580.1
AT1G24620.1	AT5G01600.1
AT1G24620.1	AT3G52930.1
AT1G24620.1	AT1G02305.1
AT1G24620.1	AT4G11010.1
AT1G24620.1	AT1G73630.1
AT1G24620.1	AT1G11910.1
AT1G24620.1	AT2G40110.1
AT1G24620.1	AT1G78050.1
AT1G24620.1	AT2G19860.1
AT1G24620.1	AT5G53940.1
AT4G32770.1	NaN
AT1G52190.1	AT5G62680.1
AT1G52190.1	AT1G69870.1
AT1G52190.1	AT4G04340.3
AT1G52190.1	AT3G08790.1
AT1G52190.1	AT3G48890.1
AT1G52190.1	AT5G47910.1
AT1G52190.1	AT3G16180.1
AT1G52190.1	AT3G12740.1
AT1G52190.1	AT1G44170.2
AT1G52190.1	AT1G59820.1
AT1G52190.1	AT5G28470.1
AT1G52190.1	AT1G69450.2
AT1G52190.1	AT3G47960.1
AT3G57610.1	AT3G47340.1
AT3G57610.1	AT2G38280.2
AT3G57610.1	AT5G11520.1
AT3G57610.1	AT5G14760.1
AT3G57610.1	AT3G04080.1
AT5G04120.1	AT2G17280.2
AT5G04120.1	AT5G64460.8
AT5G04120.1	AT3G55440.1
AT5G42320.1	AT3G28715.1
AT1G35720.1	AT2G26390.1
AT1G35720.1	AT5G12380.1
AT1G35720.1	AT2G38760.1
AT1G35720.1	AT4G35730.1
AT1G35720.1	AT5G01600.1
AT1G35720.1	AT5G03160.1
AT1G35720.1	AT1G04970.1
AT1G35720.1	AT1G17100.1
AT1G35720.1	AT5G09550.1
AT5G01600.1	AT1G66400.1
AT5G01600.1	AT2G21130.1
AT5G01600.1	AT4G23895.3
AT5G01600.1	AT2G26390.1
AT5G01600.1	AT4G26390.1
AT5G01600.1	AT5G12380.1
AT5G01600.1	AT2G41410.1
AT5G01600.1	AT2G38760.1
AT5G01600.1	AT2G38280.2
AT5G01600.1	AT1G55020.1
AT5G01600.1	AT4G35730.1
AT5G01600.1	AT5G10270.1
AT5G01600.1	AT1G35720.1
AT5G01600.1	AT5G61580.1
AT5G01600.1	AT3G52930.1
AT5G01600.1	AT1G02305.1
AT5G01600.1	AT1G24620.1
AT5G01600.1	AT5G03160.1
AT5G01600.1	AT4G11010.1
AT5G01600.1	AT1G73630.1
AT5G01600.1	AT1G11910.1
AT5G01600.1	AT2G40110.1
AT5G01600.1	AT1G78050.1
AT5G01600.1	AT2G19860.1
AT5G01600.1	AT1G04970.1
AT5G01600.1	AT5G53940.1
AT5G01600.1	AT1G17100.1
AT5G01600.1	AT5G09550.1
AT5G23395.1	AT4G01310.1
AT4G15545.1	AT1G16880.1
AT4G15545.1	AT5G64460.8
AT1G68750.1	AT4G37870.1
AT1G08700.1	AT3G08790.1
AT1G08700.1	AT3G60600.1
AT1G08700.1	AT5G22860.1
AT1G08700.1	AT3G12740.1
AT1G08700.1	AT1G59820.1
AT1G08700.1	AT5G47180.2
AT1G55020.1	AT1G66400.1
AT1G55020.1	AT2G21130.1
AT1G55020.1	AT4G23895.3
AT1G55020.1	AT2G26390.1
AT1G55020.1	AT4G26390.1
AT1G55020.1	AT1G28130.1
AT1G55020.1	AT2G41410.1
AT1G55020.1	AT2G38280.2
AT1G55020.1	AT5G13380.1
AT1G55020.1	AT5G10270.1
AT1G55020.1	AT5G61580.1
AT1G55020.1	AT5G01600.1
AT1G55020.1	AT3G52930.1
AT1G55020.1	AT1G02305.1
AT1G55020.1	AT1G24620.1
AT1G55020.1	AT4G11010.1
AT1G55020.1	AT1G73630.1
AT1G55020.1	AT1G11910.1
AT1G55020.1	AT2G40110.1
AT1G55020.1	AT1G78050.1
AT1G55020.1	AT2G19860.1
AT1G55020.1	AT5G53940.1
AT1G55020.1	AT5G09550.1
AT5G62500.1	AT5G23910.1
AT5G53940.1	AT1G66400.1
AT5G53940.1	AT2G21130.1
AT5G53940.1	AT4G23895.3
AT5G53940.1	AT2G26390.1
AT5G53940.1	AT4G26390.1
AT5G53940.1	AT2G41410.1
AT5G53940.1	AT2G38280.2
AT5G53940.1	AT1G55020.1
AT5G53940.1	AT5G10270.1
AT5G53940.1	AT5G61580.1
AT5G53940.1	AT5G01600.1
AT5G53940.1	AT3G52930.1
AT5G53940.1	AT1G02305.1
AT5G53940.1	AT1G24620.1
AT5G53940.1	AT4G11010.1
AT5G53940.1	AT1G73630.1
AT5G53940.1	AT1G11910.1
AT5G53940.1	AT2G40110.1
AT5G53940.1	AT1G78050.1
AT5G53940.1	AT2G19860.1
AT5G53940.1	AT5G06660.1
AT2G19860.1	AT1G66400.1
AT2G19860.1	AT2G21130.1
AT2G19860.1	AT4G23895.3
AT2G19860.1	AT2G26390.1
AT2G19860.1	AT4G26390.1
AT2G19860.1	AT5G57655.2
AT2G19860.1	AT1G28130.1
AT2G19860.1	AT2G41410.1
AT2G19860.1	AT2G38280.2
AT2G19860.1	AT5G13380.1
AT2G19860.1	AT1G55020.1
AT2G19860.1	AT5G10270.1
AT2G19860.1	AT5G61580.1
AT2G19860.1	AT5G01600.1
AT2G19860.1	AT3G52930.1
AT2G19860.1	AT1G02305.1
AT2G19860.1	AT1G24620.1
AT2G19860.1	AT4G11010.1
AT2G19860.1	AT1G73630.1
AT2G19860.1	AT1G11910.1
AT2G19860.1	AT5G15770.1
AT2G19860.1	AT2G40110.1
AT2G19860.1	AT1G78050.1
AT2G19860.1	AT5G53940.1
AT2G19860.1	AT5G09550.1
AT3G47430.1	NaN
AT4G37870.1	AT5G36880.2
AT4G37870.1	AT1G68750.1
AT4G37870.1	AT1G53310.3
AT4G37870.1	AT5G64380.1
AT4G37870.1	AT5G11520.1
AT4G37870.1	AT3G21720.1
AT5G62680.1	AT1G59820.1
AT5G62680.1	AT5G28470.1
AT5G62680.1	AT1G69870.1
AT5G62680.1	AT4G04340.3
AT5G62680.1	AT3G08790.1
AT5G62680.1	AT1G69450.2
AT5G62680.1	AT3G48890.1
AT5G62680.1	AT1G52190.1
AT5G62680.1	AT5G47910.1
AT5G62680.1	AT3G16180.1
AT5G62680.1	AT3G12740.1
AT5G62680.1	AT1G44170.2
AT5G62680.1	AT3G47960.1
AT2G46710.1	AT5G62880.1
AT1G11910.1	AT1G66400.1
AT1G11910.1	AT2G21130.1
AT1G11910.1	AT4G23895.3
AT1G11910.1	AT2G26390.1
AT1G11910.1	AT4G26390.1
AT1G11910.1	AT1G28130.1
AT1G11910.1	AT2G41410.1
AT1G11910.1	AT2G38280.2
AT1G11910.1	AT5G13380.1
AT1G11910.1	AT1G55020.1
AT1G11910.1	AT5G10270.1
AT1G11910.1	AT5G61580.1
AT1G11910.1	AT5G01600.1
AT1G11910.1	AT3G52930.1
AT1G11910.1	AT1G02305.1
AT1G11910.1	AT1G24620.1
AT1G11910.1	AT1G04710.1
AT1G11910.1	AT4G11010.1
AT1G11910.1	AT1G73630.1
AT1G11910.1	AT2G40110.1
AT1G11910.1	AT1G78050.1
AT1G11910.1	AT2G19860.1
AT1G11910.1	AT1G04970.1
AT1G11910.1	AT5G53940.1
AT5G28470.1	AT5G62680.1
AT5G28470.1	AT1G69870.1
AT5G28470.1	AT4G04340.3
AT5G28470.1	AT3G08790.1
AT5G28470.1	AT3G48890.1
AT5G28470.1	AT5G47910.1
AT5G28470.1	AT3G16180.1
AT5G28470.1	AT3G12740.1
AT5G28470.1	AT1G44170.2
AT5G28470.1	AT1G59820.1
AT5G28470.1	AT1G69450.2
AT5G28470.1	AT1G52190.1
AT5G28470.1	AT3G47960.1
AT5G64270.1	AT5G42820.2
AT5G64270.1	AT2G21130.1
AT5G64270.1	AT2G33730.1
AT5G64270.1	AT2G14285.1
AT5G64270.1	AT1G09770.1
AT3G02720.1	AT5G17440.1
AT3G05420.2	AT2G23390.1
AT5G12380.1	AT2G26390.1
AT5G12380.1	AT2G38760.1
AT5G12380.1	AT4G35730.1
AT5G12380.1	AT1G35720.1
AT5G12380.1	AT5G01600.1
AT5G12380.1	AT5G03160.1
AT5G12380.1	AT1G04970.1
AT5G12380.1	AT1G17100.1
AT5G12380.1	AT5G09550.1
AT3G56650.1	NaN
AT5G48760.2	AT5G09500.1
AT5G48760.2	AT5G40040.1
AT5G48760.2	AT1G22760.1
AT5G48760.2	AT3G12915.1
AT5G48760.2	AT1G74970.1
AT5G48760.2	AT3G63490.1
AT5G48760.2	AT3G48930.1
AT5G48760.2	AT3G02190.1
AT5G48760.2	AT5G40950.1
AT5G48760.2	AT5G39850.1
AT5G48760.2	AT5G54600.1
AT5G48760.2	AT3G61110.1
AT5G48760.2	AT3G04840.1
AT5G39850.1	AT5G09500.1
AT5G39850.1	AT1G78630.1
AT5G39850.1	AT5G40040.1
AT5G39850.1	AT1G22760.1
AT5G39850.1	AT3G12915.1
AT5G39850.1	AT1G74970.1
AT5G39850.1	AT3G63490.1
AT5G39850.1	AT3G48930.1
AT5G39850.1	AT3G02190.1
AT5G39850.1	AT5G40950.1
AT5G39850.1	AT5G54600.1
AT5G39850.1	AT3G01790.2
AT5G39850.1	AT5G48760.2
AT5G39850.1	AT4G01310.1
AT5G39850.1	AT2G18710.1
AT5G39850.1	AT3G61110.1
AT5G39850.1	AT3G04840.1
AT2G18710.1	AT1G74970.1
AT2G18710.1	AT5G39850.1
AT2G18710.1	AT5G54600.1
AT2G18710.1	AT4G01310.1
AT2G18710.1	AT5G52440.1
AT3G19770.1	AT5G09550.1
AT3G17390.1	AT3G22740.1
AT3G17390.1	AT5G20980.2
AT3G17390.1	AT1G64660.1
AT5G64380.1	AT4G37870.1
AT5G64380.1	AT3G47860.1
AT3G25585.4	AT4G15130.1
AT3G25585.4	AT1G12640.1
AT1G73670.1	AT4G14780.1
AT1G73670.1	AT1G18150.3
AT1G73670.1	AT3G22750.1
AT4G11010.1	AT2G26390.1
AT4G11010.1	AT1G28130.1
AT4G11010.1	AT2G41410.1
AT4G11010.1	AT5G13380.1
AT4G11010.1	AT1G55020.1
AT4G11010.1	AT5G10270.1
AT4G11010.1	AT3G52930.1
AT4G11010.1	AT5G53940.1
AT4G11010.1	AT1G66400.1
AT4G11010.1	AT2G21130.1
AT4G11010.1	AT4G23895.3
AT4G11010.1	AT4G26390.1
AT4G11010.1	AT2G38280.2
AT4G11010.1	AT5G61580.1
AT4G11010.1	AT5G01600.1
AT4G11010.1	AT1G02305.1
AT4G11010.1	AT1G24620.1
AT4G11010.1	AT1G73630.1
AT4G11010.1	AT1G11910.1
AT4G11010.1	AT2G40110.1
AT4G11010.1	AT1G78050.1
AT4G11010.1	AT2G19860.1
AT4G11010.1	AT5G09550.1
AT1G09770.1	AT5G64270.1
AT1G09770.1	AT2G14285.1
AT1G09770.1	AT5G42820.2
AT1G09770.1	AT2G21130.1
AT1G09770.1	AT2G33730.1
AT1G09770.1	AT3G01890.1
AT1G16700.1	ATCG01070.1
AT1G16700.1	AT1G76200.1
AT1G04710.1	AT5G36880.2
AT1G04710.1	AT5G65110.1
AT1G04710.1	AT1G28130.1
AT1G04710.1	AT5G13380.1
AT1G04710.1	AT5G48230.2
AT1G04710.1	AT3G06810.1
AT1G04710.1	AT2G35690.1
AT1G04710.1	AT1G11910.1
AT1G04710.1	AT4G29010.1
AT1G04710.1	AT5G47720.4
AT1G04710.1	AT1G04970.1
AT1G04710.1	AT4G16760.1
AT1G04710.1	AT1G06290.1
AT1G04710.1	AT3G51840.1
AT1G62450.1	AT3G63150.1
AT1G62450.1	AT5G62880.1
AT1G62450.1	AT5G09550.1
AT4G04780.1	AT1G16430.1
AT3G12345.1	AT5G04600.1
AT2G42790.1	AT3G15020.1
AT2G42790.1	AT1G09430.1
AT2G42790.1	AT5G14760.1
AT2G42790.1	AT3G58750.1
AT2G42790.1	AT4G26970.1
AT1G80910.1	AT3G16100.1
AT1G80910.1	AT5G09550.1
AT1G17100.1	AT2G26390.1
AT1G17100.1	AT5G01600.1
AT1G17100.1	AT5G03160.1
AT1G17100.1	AT5G12380.1
AT1G17100.1	AT2G38760.1
AT1G17100.1	AT1G04970.1
AT1G17100.1	AT4G35730.1
AT1G17100.1	AT1G35720.1
AT1G17100.1	AT5G09550.1
AT4G35730.1	AT2G26390.1
AT4G35730.1	AT5G01600.1
AT4G35730.1	AT5G03160.1
AT4G35730.1	AT5G12380.1
AT4G35730.1	AT2G38760.1
AT4G35730.1	AT1G04970.1
AT4G35730.1	AT1G17100.1
AT4G35730.1	AT1G35720.1
AT4G35730.1	AT5G09550.1
AT4G08350.1	AT1G18040.1
AT4G08350.1	AT5G10270.1
AT5G64840.1	AT4G31390.1
AT5G64840.1	AT1G77930.2
AT5G64840.1	AT1G75100.1
AT4G32830.1	AT5G23910.1
AT1G76490.1	AT5G48230.2
AT1G76490.1	AT2G26930.1
AT1G76490.1	AT4G37760.1
AT1G76490.1	AT5G60600.1
AT2G17370.1	AT5G48230.2
AT2G17370.1	AT4G37760.1
AT2G32670.1	AT4G13350.2
AT1G77930.2	AT5G64840.1
AT1G77930.2	AT2G23390.1
AT1G33360.1	AT1G66670.1
AT5G50210.1	AT5G14760.1
AT2G23390.1	AT3G05420.2
AT2G23390.1	AT1G77930.2
AT2G23390.1	AT3G51520.1
AT2G23390.1	AT5G27630.1
AT2G23390.1	AT1G08510.1
AT3G15020.1	AT3G60100.1
AT3G15020.1	AT2G42790.1
AT3G15020.1	AT5G14760.1
AT3G15020.1	AT3G58750.1
AT5G21100.1	NaN
AT5G37600.1	NaN
AT1G28130.1	AT5G61580.1
AT1G28130.1	AT2G21130.1
AT1G28130.1	AT4G23895.3
AT1G28130.1	AT2G26390.1
AT1G28130.1	AT4G26390.1
AT1G28130.1	AT3G52930.1
AT1G28130.1	AT1G04710.1
AT1G28130.1	AT4G11010.1
AT1G28130.1	AT2G38280.2
AT1G28130.1	AT1G11910.1
AT1G28130.1	AT1G78050.1
AT1G28130.1	AT2G19860.1
AT1G28130.1	AT5G13380.1
AT1G28130.1	AT1G55020.1
AT1G28130.1	AT1G04970.1
AT1G28130.1	AT5G09550.1
AT2G39820.1	AT5G04600.1
AT4G01310.1	AT4G37660.1
AT4G01310.1	AT1G78630.1
AT4G01310.1	AT1G74970.1
AT4G01310.1	AT3G63490.1
AT4G01310.1	AT5G40950.1
AT4G01310.1	AT5G39850.1
AT4G01310.1	AT5G54600.1
AT4G01310.1	AT3G01790.2
AT4G01310.1	AT2G18710.1
AT4G01310.1	AT3G15190.1
AT4G01310.1	AT5G23395.1
AT4G01310.1	AT3G61110.1
AT4G01310.1	AT3G04840.1
AT3G52930.1	AT1G66400.1
AT3G52930.1	AT2G21130.1
AT3G52930.1	AT4G23895.3
AT3G52930.1	AT2G26390.1
AT3G52930.1	AT4G26390.1
AT3G52930.1	AT1G28130.1
AT3G52930.1	AT2G41410.1
AT3G52930.1	AT2G38280.2
AT3G52930.1	AT5G13380.1
AT3G52930.1	AT1G55020.1
AT3G52930.1	AT5G10270.1
AT3G52930.1	AT5G61580.1
AT3G52930.1	AT5G01600.1
AT3G52930.1	AT1G02305.1
AT3G52930.1	AT1G24620.1
AT3G52930.1	AT4G11010.1
AT3G52930.1	AT1G73630.1
AT3G52930.1	AT1G11910.1
AT3G52930.1	AT2G40110.1
AT3G52930.1	AT1G78050.1
AT3G52930.1	AT2G19860.1
AT3G52930.1	AT5G53940.1
AT3G52930.1	AT3G55440.1
AT3G52930.1	AT5G09550.1
AT5G61580.1	AT1G66400.1
AT5G61580.1	AT2G21130.1
AT5G61580.1	AT4G23895.3
AT5G61580.1	AT2G26390.1
AT5G61580.1	AT4G26390.1
AT5G61580.1	AT1G28130.1
AT5G61580.1	AT2G41410.1
AT5G61580.1	AT2G38280.2
AT5G61580.1	AT5G13380.1
AT5G61580.1	AT1G55020.1
AT5G61580.1	AT5G10270.1
AT5G61580.1	AT5G01600.1
AT5G61580.1	AT3G52930.1
AT5G61580.1	AT1G02305.1
AT5G61580.1	AT1G24620.1
AT5G61580.1	AT4G11010.1
AT5G61580.1	AT1G73630.1
AT5G61580.1	AT1G11910.1
AT5G61580.1	AT2G40110.1
AT5G61580.1	AT1G78050.1
AT5G61580.1	AT2G19860.1
AT5G61580.1	AT5G53940.1
AT5G61580.1	AT5G09550.1
AT1G63290.1	NaN
AT4G25000.1	AT1G03310.2
AT1G18590.1	AT2G14750.1
AT1G04640.2	NaN
AT4G10040.1	AT4G35000.1
AT4G10040.1	AT4G37830.1
AT2G38280.2	AT1G66400.1
AT2G38280.2	AT2G21130.1
AT2G38280.2	AT4G23895.3
AT2G38280.2	AT2G26390.1
AT2G38280.2	AT4G26390.1
AT2G38280.2	AT1G28130.1
AT2G38280.2	AT2G41410.1
AT2G38280.2	AT5G13380.1
AT2G38280.2	AT1G55020.1
AT2G38280.2	AT5G10270.1
AT2G38280.2	AT5G61580.1
AT2G38280.2	AT5G01600.1
AT2G38280.2	AT3G52930.1
AT2G38280.2	AT1G02305.1
AT2G38280.2	AT1G24620.1
AT2G38280.2	AT3G57610.1
AT2G38280.2	AT4G11010.1
AT2G38280.2	AT1G73630.1
AT2G38280.2	AT3G04080.1
AT2G38280.2	AT1G11910.1
AT2G38280.2	AT2G40110.1
AT2G38280.2	AT1G78050.1
AT2G38280.2	AT2G19860.1
AT2G38280.2	AT5G53940.1
AT2G38280.2	AT2G37250.1
AT2G38280.2	AT5G09550.1
AT5G43330.1	AT3G60100.1
AT5G43330.1	AT5G14760.1
AT3G48890.1	AT3G08790.1
AT3G48890.1	AT1G44170.2
AT3G48890.1	AT1G69450.2
AT3G48890.1	AT5G62680.1
AT3G48890.1	AT1G69870.1
AT3G48890.1	AT4G04340.3
AT3G48890.1	AT5G47910.1
AT3G48890.1	AT3G16180.1
AT3G48890.1	AT3G12740.1
AT3G48890.1	AT1G59820.1
AT3G48890.1	AT5G28470.1
AT3G48890.1	AT1G52190.1
AT3G48890.1	AT3G47960.1
AT1G02305.1	AT1G66400.1
AT1G02305.1	AT2G21130.1
AT1G02305.1	AT4G23895.3
AT1G02305.1	AT2G26390.1
AT1G02305.1	AT4G26390.1
AT1G02305.1	AT2G41410.1
AT1G02305.1	AT2G38280.2
AT1G02305.1	AT1G55020.1
AT1G02305.1	AT5G10270.1
AT1G02305.1	AT5G61580.1
AT1G02305.1	AT5G01600.1
AT1G02305.1	AT3G52930.1
AT1G02305.1	AT1G24620.1
AT1G02305.1	AT4G11010.1
AT1G02305.1	AT1G73630.1
AT1G02305.1	AT1G11910.1
AT1G02305.1	AT2G40110.1
AT1G02305.1	AT1G78050.1
AT1G02305.1	AT2G19860.1
AT1G02305.1	AT5G53940.1
AT3G60600.1	AT3G08790.1
AT3G60600.1	AT1G08700.1
AT3G60600.1	AT5G22860.1
AT3G60600.1	AT3G12740.1
AT3G60600.1	AT1G59820.1
AT3G60600.1	AT5G47180.2
AT5G17440.1	AT3G02720.1
AT3G21720.1	AT4G37870.1
AT3G21720.1	AT4G26970.1
AT4G36390.1	NaN
AT3G08790.1	AT1G44170.2
AT3G08790.1	AT3G60600.1
AT3G08790.1	AT1G69450.2
AT3G08790.1	AT5G62680.1
AT3G08790.1	AT1G69870.1
AT3G08790.1	AT4G04340.3
AT3G08790.1	AT1G08700.1
AT3G08790.1	AT3G48890.1
AT3G08790.1	AT5G47910.1
AT3G08790.1	AT3G16180.1
AT3G08790.1	AT5G22860.1
AT3G08790.1	AT3G12740.1
AT3G08790.1	AT1G59820.1
AT3G08790.1	AT5G28470.1
AT3G08790.1	AT1G52190.1
AT3G08790.1	AT5G47180.2
AT3G08790.1	AT3G47960.1
AT1G03310.2	AT4G25000.1
AT1G18150.3	AT1G73670.1
AT1G18150.3	AT4G14780.1
AT1G18150.3	AT3G22750.1
AT4G25950.1	AT3G08560.1
AT4G25950.1	AT1G76030.1
AT4G25950.1	AT3G28715.1
AT5G46750.1	AT5G19610.1
AT2G35690.1	AT1G20510.1
AT2G35690.1	AT1G04710.1
AT5G06660.1	AT5G53940.1
AT3G13640.1	AT5G04600.1
AT3G16180.1	AT1G59820.1
AT3G16180.1	AT5G28470.1
AT3G16180.1	AT5G62680.1
AT3G16180.1	AT1G69870.1
AT3G16180.1	AT4G04340.3
AT3G16180.1	AT3G08790.1
AT3G16180.1	AT1G69450.2
AT3G16180.1	AT3G48890.1
AT3G16180.1	AT1G52190.1
AT3G16180.1	AT5G47910.1
AT3G16180.1	AT3G12740.1
AT3G16180.1	AT1G44170.2
AT3G16180.1	AT3G47960.1
AT5G57690.1	AT3G51520.1
AT5G47180.2	AT3G08790.1
AT5G47180.2	AT3G60600.1
AT5G47180.2	AT1G08700.1
AT5G47180.2	AT5G22860.1
AT5G47180.2	AT3G12740.1
AT5G47180.2	AT1G59820.1
AT1G19150.1	AT3G01440.1
AT1G19150.1	AT1G70760.1
AT5G60620.1	AT3G51520.1
AT5G60620.1	AT1G12640.1
AT1G23800.1	AT5G36880.2
AT3G51840.1	AT5G65110.1
AT3G51840.1	AT5G48230.2
AT3G51840.1	AT1G04710.1
AT3G51840.1	AT5G47720.4
AT3G55440.1	AT5G04120.1
AT3G55440.1	AT3G52930.1
AT3G55440.1	AT1G78050.1
AT3G60840.1	AT5G23910.1
AT3G14790.1	AT5G17310.2
AT1G51420.1	NaN
AT1G73630.1	AT1G66400.1
AT1G73630.1	AT2G21130.1
AT1G73630.1	AT4G23895.3
AT1G73630.1	AT2G26390.1
AT1G73630.1	AT4G26390.1
AT1G73630.1	AT2G41410.1
