LFC_0-1	LFC_1-2	LFC_2-3	LFC_3-4	LFC_4-5	LFC_5-6	LFC_6-7	LFC_7-8	LFC_8-9	LFC_9-10	LFC_10-11	LFC_11-12	PID
0.16779484967095684	-0.06368411230894776	0.16369861430095747	0.16042243939226666	0.02670159098859268	0.15036435996031602	0.07866594870983169	0.04690415589294373	0.07302364083359625	0.12472487767506851	0.07179256507609363	-0.03202860354567356	AT1G01090.1
0.19714544814493778	-0.1607723411890711	-0.06995496335698324	0.1515225168029955	-0.10761375771835399	-0.052447480325675054	0.08208383194952071	-0.02596230283575869	0.12174538333427733	0.037914463402979326	-0.015434990743257184	0.10108082853892163	AT1G01300.1
-0.058811854745716347	0.34920607975214446	0.011136623491144774	-0.6886671904106676	0.6702721598057488	0.05280075271615502	0.17537548740311387	0.026820938260990877	0.05157710373878798	-0.07309525619520126	0.004997233098517215	0.00521120414840974	AT1G01350.1
0.6647353850663323	0.5259729511922981	0.0778567014792156	-3.8378933308436842	3.9728044598954546	-0.1604368078263606	0.41944309605366814	-0.1341126482744907	0.06415517892714562	-0.528290468239963	0.21363147329101026	-0.1718762360670031	AT1G01360.1
0.4068213136782105	-0.1128509070965765	0.6127086058090276	-0.5141304803816287	0.6053102525327612	0.15571441425367885	0.19412002337748607	-0.05960310724230069	0.05836984959412128	-0.21919356404653048	-0.0515750839595113	-0.05621026442912612	AT1G01610.1
0.30957079805965027	0.14758409384003665	0.009605130682203021	-1.815942738698562	1.9758999349269624	-0.1380863577754095	0.3176864097316662	-0.19178854914403087	0.17744303959626953	-0.41769342505304663	0.2210740416684496	-0.10380157097495314	AT1G01650.1
-0.003447315773085939	0.06441114902750339	-0.11281370470451531	-0.20871062905630902	0.1741321336059034	-0.05656480838300794	0.039869061213381664	-0.07418771954339197	0.03687685693364475	-0.09439105854844028	0.11602240167634145	-0.06634575063553719	AT1G01710.1
0.2025235724402154	0.4514462969618292	-0.012103954151041532	-1.5699571622810842	1.70181783094521	-0.17517031606468392	0.33954913618020927	-0.06858403464130804	-0.05286192662767798	-0.3277448788678957	0.12369551604909007	-0.07922967435687402	AT1G01725.1
0.0114146833648911	0.014257243175648422	-0.04223767815406171	0.2253677521252798	-0.31439798203486924	-0.013764457827212794	-0.1211225680292787	-0.03334064999346907	0.06287996555531673	-0.10644438919793407	-0.16407280967977447	0.031684683978115344	AT1G01800.1
-0.15050070055817977	0.41243127369251165	0.15312812077983487	-1.3262629216887176	1.1995776426175955	0.07431021313376573	0.11806349877474724	-0.04979377553514045	0.018613054001273138	-0.21430375113824543	0.10493246238593605	0.036844116158953694	AT1G01820.1
0.040413316038560375	0.2293390997421361	-0.15756343961511915	-0.10275051983778143	0.3923020357224886	0.09288936752704764	0.07456960160439376	0.049142716488716556	0.09211023821297452	0.0739395177001265	-0.00861316390073378	0.06999366387130898	AT1G01900.1
-0.2564435353579901	0.08270064965640922	0.0574913058066048	-0.03251901642224827	-0.013122872857068622	0.06690856226012637	-0.010802362235760083	0.07491898471920902	-0.0525301241837814	0.07134977817001649	-0.03876248177649011	0.10344171820833407	AT1G01910.4
0.2983957590939703	0.04207848822825334	0.11784139743294465	-0.6642167159148962	0.6507887416754051	-0.02358937225724721	0.1758169733026355	-0.04109666860279426	0.0759876128978354	-0.1687167428534395	0.16348317690543052	-0.0974269008189073	AT1G01930.1
0.08074690908198051	0.15063610035629793	-0.07447304880102094	-0.2644293485394877	0.2900074224899866	-0.013872623251160975	0.1127003963108188	0.020510425824553587	0.02282559240857933	-0.08496429784602293	0.0947095750325561	-0.005230934426392535	AT1G01940.1
-0.010214870090428464	-0.12623223314740212	0.17641495576391653	0.1593489701108647	-0.22345949210114885	0.1319832333223562	-0.08293555443562055	0.07703030435479824	-0.012723818959610495	0.08119963991773892	-0.14284352811316894	0.06371434670111147	AT1G01960.1
0.22577176723408668	0.05321852488306194	0.2633158230536869	-0.10219010638190279	0.1174368433390676	0.1628819282262228	-0.04396877494379857	0.03509974242387592	-0.01992773137575134	0.10063196704071975	-0.07095370544193688	0.19021261094586908	AT1G02130.1
0.25926802231025814	0.03832328127351101	-0.03811331747087352	0.05287726757366023	0.04865524901096484	0.11024461552485484	0.056635244196331674	0.11773067076302178	0.03539847109120884	0.19795221471663446	-0.07730015846891689	0.12344256565896425	AT1G02140.1
0.20625815481611387	-0.050269151880269904	0.09005706043186784	-0.07376362140666619	0.3190770661576636	0.22018969571842556	0.0486295857291058	0.1278977407307209	-0.001941770161236948	0.41096398753984764	-0.012575467958117927	0.39549820620479276	AT1G02150.1
0.01991001977915373	0.27501417219349245	-0.08292221859875072	-0.6093821822072081	0.6279534611910897	-0.10646599460066627	0.24340134716672737	-0.06879070716639965	0.04580362831038985	-0.24495976351351612	0.05596228546200178	-0.07414933531963998	AT1G02170.1
-0.3542000096217769	0.14086611701154925	-0.12220007716063191	0.01837392652355111	-0.08811838250688407	-0.10245135998040066	0.008497935555525736	-0.0410127550467577	-0.01203202487420791	-0.12159762122347555	-0.04351622486053713	-0.08101644255064272	AT1G02305.1
-0.23383426002693	0.3385967114340576	-0.18631316782369411	-0.4863313518868701	0.6447420780982165	0.08421716952360488	0.0891783113348601	0.023536880702677385	0.011432780043911829	0.2103832094305708	-0.024011985155075702	0.25896799249973224	AT1G02330.1
-0.13847465388811114	-0.13147509543865468	0.2422733247179209	0.18778975052712713	-0.24521056249904274	0.13724045907470364	-0.15600134617762185	0.08605661416609899	-0.015353529623931335	0.1181871199051423	-0.1669533484792058	0.12518241612096798	AT1G02560.1
0.6505640383776643	0.5310776378677138	0.08697581249822486	-4.082350547841162	4.221847498330871	-0.1571134915401094	0.4194158702404522	-0.10681330785782318	0.027907111391242127	-0.4989185416276903	0.21910936098805836	-0.14749633000864845	AT1G02740.1
-0.10011520868764737	0.13166783478971897	-0.32096188580746277	0.2496291333046251	-0.18147144138646085	0.12654190869995702	0.04128114170703929	0.0793523591828083	0.04705143972783608	0.16992097328006206	0.26250635640624986	-0.05310459581769891	AT1G02780.1
-0.025927106798254083	0.16916101513293205	-0.2121263816429799	0.1601342111255985	0.06923711919364485	0.08898041372432054	0.1040341964333278	0.06543907500113959	0.24044017408099957	0.17396464758257987	0.06970097551045515	0.10632538669801009	AT1G02840.1
-0.11697429415293467	-0.147474742622725	0.38158113699181645	-0.23241585604128825	0.21145528510021816	0.1514873274791973	-0.24372109985710905	0.17961824736109855	-0.1629057106380578	0.2659524878127123	-0.3120901945990153	0.34284065132300634	AT1G02910.1
0.03431728328703004	0.25522729739066913	-0.04343270906379632	-0.5465203513835536	0.7066777917255419	-0.044550697147682825	0.21900650921557552	0.0685748116184421	-0.027761223686174254	-0.1177072829197101	0.025417413465809186	0.0924023716079301	AT1G03000.1
-0.05106447711281616	0.1926829337619956	-0.38475520835387034	0.1793542698256378	-0.28398438977022394	-0.16519072148626932	-0.03516976793285993	0.01643967216354328	-0.0649098456453947	-0.0995304568410914	-0.03479713462806461	-0.03854491835461039	AT1G03090.2
0.03819826350235199	0.48736005461004056	-0.04798320666245582	-0.6053903921738994	0.7059651525186055	0.013813239823593972	0.3070067913396515	-0.025293023545932023	0.09861982727938687	-0.04979747586730589	0.1048895175169159	0.01623693537469057	AT1G03110.1
0.04634851909539967	0.025805066078890705	-0.026045599290070096	0.42322959648830694	-0.38781507218772626	-0.10113846298402063	-0.09748852745125863	-0.10069215037909417	-0.01917567747606087	-0.07704194970131906	-0.05953341206846046	-0.2742679096625711	AT1G03130.1
-0.2799809714996491	0.35156489514305783	-0.018230307747762346	-0.9522697679268785	1.0605023975478656	-0.03983981478398461	0.14413304267040522	-0.1084701908877712	0.10326915089682898	0.02702399729315163	0.12736507474533346	0.23454059559067955	AT1G03140.1
0.21069373642469685	0.3632262703191914	0.08805477948958815	-1.1552495344063203	1.2386972879174691	-0.08349689908241913	0.3260151210941432	-0.07190789293565744	0.0624701407122597	-0.3019893527944714	0.13649982054740795	-0.14167081704037743	AT1G03150.1
0.45292866420010514	0.40148968277861097	0.05453137816016522	-2.3918011500567364	2.501286373855695	-0.1219012483796171	0.3459154584516928	-0.08756439416604161	0.055766455587658484	-0.40686673060432316	0.16431852976721487	-0.012600971546193726	AT1G03190.2
-0.1845628528869431	0.5225266468083125	-0.18510275026761414	-0.9509355117703848	0.9651655283285614	-0.1150874589967383	0.24740951691908447	-0.05228401131027562	-0.02000331277875933	-0.3855797851716644	0.05166312639276789	-0.08597817669220092	AT1G03210.1
-0.30285491330084885	-0.06779219701823026	-0.25464281358944874	0.12362982216468724	-0.11803866868799683	-0.2256416582676805	-0.0211203991195024	-0.15695744496213487	0.26833369078321584	0.07393253967952858	0.0696323908969895	0.08627169062957343	AT1G03220.1
0.36244432481800215	0.05799008624230508	-0.16407607301414534	-0.04214327811522226	-0.01601055061612536	-0.14709107257192297	-0.017576985439471948	-0.10546379211738145	-0.0028870173850658303	-0.13300629344120316	0.0013173990978687534	-0.07624278289352932	AT1G03310.2
-0.18948059010491652	0.3084133422574404	0.21024452943522123	-0.9525484858100978	1.0051555983837592	0.043136392180968645	0.1114392603192754	-0.005696295770798398	0.007520348563647859	-0.04651885034873474	-0.11987077692562746	0.2655089943899523	AT1G03330.1
0.1701777481081617	0.3548240237574343	0.031009713917996888	-1.1364789317893138	1.1790966287129625	-0.04591474451151704	0.28091864363025587	0.019146497959782877	0.05227555784098427	-0.20799501347983168	0.12034784823002397	0.014708443027920487	AT1G03360.1
0.4126162000467298	0.4439292619367551	0.10751618472790746	-2.132965357274571	2.270234950215297	-0.11712685452318389	0.34960465812613284	-0.11303232530643459	0.02868289822881736	-0.4005976629264032	0.12745434030386138	-0.13172447781826457	AT1G03430.1
0.02868120761535076	0.005400155708453097	0.05499196038150378	0.24893602830147402	-0.268034360277087	0.18604714954294038	0.0398718111483856	0.042547417081618404	0.09312383900289156	0.049894754204579506	0.048133172412570445	-0.04779235995048866	AT1G03475.1
0.459847407929416	0.45135333142056633	0.06829890895944536	-2.730118912457344	2.8573290615391036	-0.15108950138191551	0.43690614416639223	-0.09975192558893375	0.04467280211275197	-0.45086978267718036	0.2411269358967446	-0.11741871353252886	AT1G03530.1
0.5803525164517696	0.5291465361786545	0.05724228512968026	-3.2585012248728735	3.374880721507072	-0.1386291005922236	0.4155960587196213	-0.10947289279449934	0.03696720473189812	-0.4937496206854433	0.2269949721477047	-0.16105547900752354	AT1G03590.1
-0.6080055249201086	0.04021832621814152	0.2575388199681576	0.39005800720805256	-0.48327705275184474	0.2435568279798691	-0.3731092721742433	0.02482018447703532	-0.2686614792159066	0.5217412336631633	-0.5539527764773351	0.47561449348889634	AT1G03600.1
0.15761862304143862	-0.08085759162072259	-0.01877898145346641	0.27101187956894324	-0.3618120463126211	0.0671727189367278	-0.2268572108390732	0.027540315862471586	-0.20992182147286592	0.15455471460618142	-0.32859639773408394	0.047484913274883286	AT1G03680.1
-1.2146009545260972	0.6140779806118066	-0.712009063560236	-0.17050011933674492	-0.0612772794793158	-0.20559643751329099	0.2584308567670745	0.1956125919469427	-0.4806565096810067	0.024757953455911395	0.04808127223487971	-0.1287911725561846	AT1G03760.1
-0.26768484491207933	0.2912527133113613	-0.06851217066690289	-1.760037185513056	1.9095742754086509	-0.10994900481036896	0.3029163203645473	-0.08548533788460806	0.08150298564589514	-0.5094708043787131	0.29686849267782606	-0.19304181249127883	AT1G03950.1
-0.19935623304316905	0.2846417981295545	0.14350712469916868	-0.43829223756545416	0.6154300451435588	0.173535580297436	0.29654505164402456	0.05442066849722719	0.25073530516789033	0.04956284578437545	0.07121589582861466	0.07299757131462782	AT1G04110.1
