PHOS_LOGFC0	PHOS_LOGFC1	PHOS_LOGFC2	PHOS_LOGFC3	PHOS_LOGFC4	PHOS_LOGFC5	PHOS_LOGFC6	PHOS_LOGFC7	PHOS_LOGFC8	PHOS_LOGFC9	PHOS_LOGFC10	PHOS_LOGFC11	ID	SAMPLE
-0.5408442059644734	0.13508188526029777	0.05806821767746135	0.3172706145435417	-0.3658600177359185	0.2183658951605331	-0.09360145606591133	-0.15040545688260437	0.0016368860586010205	-0.006033474423978903	-0.1539298028942973	0.3153089327527796	AT1G01960.1	1
-0.0824125145290566	0.21458556428315034	-0.11563363269607597	-0.01567141188571929	0.07888684061979721	0.04189349474783921	0.02980433265101207	0.0607620911898886	0.06982680095230863	0.17022403952861698	0.004469079517790863	0.09898909466205619	AT1G02840.1	1
-0.0824125145290566	0.21458556428315034	-0.11563363269607597	-0.01567141188571929	0.07888684061979721	0.04189349474783921	0.02980433265101207	0.0607620911898886	0.06982680095230863	0.17022403952861698	0.004469079517790863	0.09898909466205619	AT1G02840.1	2
0.04382834319662355	-0.01168812197498582	-0.02230792640325616	-0.17541097042410306	0.20074461277315228	-0.1037747130366133	0.036740667669312284	-0.14233664050249914	0.09410334982922615	-0.01002776485633162	0.005940245078355232	-0.08812423139806923	AT1G03590.1	1
-0.08121780569032289	0.15906990298844906	0.05390864938387071	-0.25811953743824717	0.12858586086594578	0.07250650794297965	-0.028077882514254183	-0.0490308758685267	-0.03558664770607789	-0.04590095097436224	-0.05371102962700199	0.09646502207807481	AT1G05500.1	1
-0.08341782192103979	-0.04099358351816427	0.08807799574327026	-0.30729130868298576	0.18085563667611612	0.04423929528670065	-0.07504731668970063	-0.1456606261915197	0.09078478196988272	-0.13142659828800998	-0.0647116765524479	0.03517043220704213	AT1G07110.1	1
-0.13300483504646265	0.056073655734922206	-0.01736864511775968	-0.2004600553129243	0.17323984784262852	-0.04251834203732628	0.045101714177206195	-0.05233396516334969	-0.028944366905751192	-0.09816677718660831	-0.005144869662620957	-0.005142926471882249	AT1G07110.1	2
-0.2657868795176022	-0.08598798278030331	0.23809230025435468	-0.21321732774320415	0.02426582684566905	-0.04535784137891548	-0.0977005698615869	-0.03406259197112217	0.03339184954213632	-0.040541740728284884	-0.16315474566785654	-0.12273518552519376	AT1G07110.1	3
0.20129331947180884	0.5097883021437418	-0.3304146741679066	0.6841535350773154	-0.548931096436371	-0.0182153279640899	-0.1578803320409744	-0.11128475489063414	-0.2162660161375985	-0.06867817395416714	-0.05218532780468436	-0.12781435022220491	AT1G07110.1	4
-0.13300483504646265	0.056073655734922206	-0.01736864511775968	-0.2004600553129243	0.17323984784262852	-0.04251834203732628	0.045101714177206195	-0.05233396516334969	-0.028944366905751192	-0.09816677718660831	-0.005144869662620957	-0.005142926471882249	AT1G08190.1	1
-0.13300483504646265	0.056073655734922206	-0.01736864511775968	-0.2004600553129243	0.17323984784262852	-0.04251834203732628	0.045101714177206195	-0.05233396516334969	-0.028944366905751192	-0.09816677718660831	-0.005144869662620957	-0.005142926471882249	AT1G08190.1	2
-0.13300483504646265	0.056073655734922206	-0.01736864511775968	-0.2004600553129243	0.17323984784262852	-0.04251834203732628	0.045101714177206195	-0.05233396516334969	-0.028944366905751192	-0.09816677718660831	-0.005144869662620957	-0.005142926471882249	AT1G10020.1	1
-0.12019934602963854	-0.007801731707103851	0.04137181872990838	-0.09314336659379958	0.06688659781280498	-0.02180377171972846	0.0542454002263586	-0.07282547300306924	-0.015122620283914702	-0.11980538250243215	0.051327520380978764	-0.04864919257402345	AT1G10090.1	1
-0.13300483504646265	0.056073655734922206	-0.01736864511775968	-0.2004600553129243	0.17323984784262852	-0.04251834203732628	0.045101714177206195	-0.05233396516334969	-0.028944366905751192	-0.09816677718660831	-0.005144869662620957	-0.005142926471882249	AT1G10290.1	1
-0.7429518788316258	0.5017935563855521	-0.16888814608336092	-0.0235824526527883	0.043163626054012444	0.11522258444272743	-0.07378629308264854	0.004370755978778057	-0.0058484646752659354	0.015748794657331967	-0.08414978752141444	0.13320267535494362	AT1G10290.1	2
-0.14032860805733463	-0.09925568677128978	-0.0162461928070729	0.07916223952123183	-0.13079993384111432	0.12307481462018961	-0.005160869832739806	-0.008280791307724569	0.05372970566683599	0.14721803454660579	0.036412392323433476	0.011314174238050277	AT1G10290.1	3
-0.37724019411799653	0.18301670687173768	-0.311750719372457	0.028836706236778073	0.07632895228714845	0.045905276437272755	-0.079538324662738	0.011128988423540617	-0.015554217348708047	0.04236024771057276	-0.019990071569254045	0.08969865389883395	AT1G59610.1	1
-0.14567484627259364	-0.19019617694897362	0.3430846048853609	0.17704916117177105	-0.14436301825786277	-0.09880217470799396	-0.027326702780657748	0.3814174879541773	-0.146862568874118	-0.039144998292745384	0.20746503867216182	0.018274110218312774	AT1G59610.1	2
-0.1399907258825365	0.09769610311151027	-0.0034382572667144393	-0.1431421859841379	0.0840896413152408	-0.013909706381531039	0.06747240596313998	0.011200977071629393	-0.06941600088263548	0.023644015520489326	-0.016481455218511788	-0.026582449463525202	AT1G10290.1	4
-0.03821970236263324	-0.03369214089763196	0.06438239821553518	-0.10248113310494987	0.11815330356854337	-0.04516044758843533	0.017537077994851612	-0.04891213411014962	0.008109136630096507	-0.12038289568826545	-0.0006689803543306311	0.04503013248210549	AT1G10290.1	5
