PHOS_LOGFC0	PHOS_LOGFC1	PHOS_LOGFC2	PHOS_LOGFC3	PHOS_LOGFC4	ID	SAMPLE
0.34015883196444874	-0.24488171779672865	0.11609380231065221	0.6150792714176083	0.19624699766869855	AT1G01120.1	1
-0.23525516749180347	-0.08462958602660316	-0.39190913745073436	-0.036288688739844865	-0.1405866157891058	AT1G01960.1	1
-0.2109430290613769	-0.24885340611044218	1.7163345472551088	-0.10052251731697583	-0.30339321507577505	AT1G02010.1	1
0.2802576653756194	-0.39250028800484477	-0.7336631942943792	0.35463135831765025	-0.46147307226912826	AT1G02330.1	1
-0.7522346092424448	0.06997409929117845	-0.4856163671943567	-0.6971166235807089	0.37230426401122224	AT1G02730.1	1
0.13839960949803534	-0.04186205277381606	-0.015657927970527626	-0.7208802281341755	0.06544813780800673	AT1G02840.1	1
0.06268332802617163	-0.08516595995718465	0.05665915861081725	-0.7178562058159351	0.11174835765245554	AT1G02840.1	2
-0.0730329430449425	0.015713575192616416	-0.17378407824277758	-0.35561240150609075	0.07497157525972152	AT1G03590.1	1
0.2632542694443826	0.4305183014673662	-0.3081470115295897	0.45875545119314937	-0.2993444902962723	AT1G04410.1	1
-0.08973965600632787	-7.633067875163219	11.44055776097422	0.10459979075525395	-0.387305382587737	AT1G04450.1	1
-0.49013457910337527	-0.30243664706084156	-0.44722432490655095	0.03651572360071288	-0.1419052317883571	AT1G04950.3	1
-0.32233699937928245	-0.3335905289205783	0.3242430810561731	0.1152665733494341	0.2556963924696206	AT1G06550.1	1
-0.12842316093010858	0.24071602641019912	-0.023983491672407042	-0.16398372567746844	0.022294853891270016	AT1G07110.1	1
-0.304997554269863	0.06413779721744095	0.027150145912770613	-0.1494954922072828	0.19483733154231908	AT1G07110.1	2
0.0	0.0	0.0	0.0	0.0	AT1G07110.1	3
0.0	0.0	0.0	0.0	0.0	AT1G07110.1	4
0.04338027321481004	0.17266940906252942	0.297542565788544	-0.24877869943983824	-0.013176725826271886	AT1G07110.1	5
0.0	0.0	0.0	0.0	0.0	AT1G07350.1	1
0.16682218104345758	0.30254982341702275	-0.12470282767219601	-0.42423597212886194	0.13979615521805225	AT1G07705.2	1
-0.24240328764727234	-0.25954261142371066	-0.18347153328026009	-0.17543727535166825	-0.06967522248486313	AT1G07705.2	2
0.19800660739131115	-0.21485643379255542	-0.15529832278225383	-0.16955575815891932	-0.6382369079787749	AT5G22880.1	1
0.16024693814902694	-0.18658752551194197	-0.09401950976980154	-0.3891780078129211	-0.32495866268190376	AT5G22880.1	2
0.0	0.0	0.0	0.0	0.0	AT1G08640.1	1
-0.42123310949095266	-0.06675070214438066	0.3474894667117793	-0.9008971362375684	0.40223653477858984	AT1G08700.1	1
0.15857553283408482	0.019916934624893502	-0.2705010151969476	-0.6371345048050971	0.06725643840643525	AT1G09520.1	1
0.0	0.0	0.0	0.0	0.0	AT1G09780.1	1
0.0	0.0	0.0	0.0	0.0	AT1G09780.1	2
-0.3366245512093344	-0.17891611684363803	0.20820460694791085	0.4794446691551158	-0.37936253326607616	AT1G10090.1	1
0.0	0.0	0.0	0.0	0.0	AT1G10290.1	1
0.0	0.0	0.0	0.0	0.0	AT1G10290.1	2
-0.26901511494459934	0.06787394224422894	0.15470328416838475	-0.19628053717444705	0.01300303715791547	AT1G10290.1	3
0.0	0.0	0.0	0.0	0.0	AT1G10290.1	4
-0.0009338587855089066	0.07374950380280519	0.19365715017253096	-0.21714704408096722	-0.4982813163491844	AT1G10290.1	5
-0.2132417058940754	-0.3714697166780152	-1.3013632197258977	0.517966158624582	0.4933359213494394	AT1G59610.1	1
-0.21499287338179668	0.07864498122221203	0.017811123410906134	-0.24225020663086916	-0.5991360505805033	AT1G59610.1	2
-0.2139761734345756	0.0811830809685653	0.4989476621846514	0.08571983903831105	-0.5087545741899027	AT1G10290.1	6
0.1782423539541703	-0.7933007418695296	-0.09929763452205484	-0.9775781758897393	1.1292390758792237	AT1G10290.1	7
0.0	0.0	0.0	0.0	0.0	AT1G10385.1	1
-0.6083218294773363	-0.22888124125532508	-0.04473352622545945	-0.4309266033428301	0.025742782989381287	AT1G12000.1	1
-0.2569289257395576	0.4829322529909834	-0.2176840632132401	0.2121449651176316	-0.4038620553599971	AT1G12360.1	1
-0.3383429684726873	0.20130705334012536	0.09378860139475925	0.10016749869583863	-0.3470836513760263	AT1G12360.1	2
-0.2332130017764199	-0.4380130850324983	0.0392326518929992	-0.30525619242968666	0.22486662963398593	AT1G12910.1	1
-0.10179427858689737	0.05885727988648842	-0.2154186552938428	0.07607891832844427	-0.1648660424240445	AT1G12930.1	1
1.1512589108267473	-0.11300752342490544	-0.40814128006973743	0.3982898980999989	-0.1288601872113158	AT1G13020.1	1
-0.0921553008612857	0.35964207699239126	0.664391426560661	-0.5288676275186174	-0.38104582093367	AT1G13020.1	2
0.0	0.0	0.0	0.0	0.0	AT1G13020.1	3
0.4197902745548317	-0.7526864224004444	-0.79131613111677	0.7625678048648248	-0.026552734548000136	AT3G04120.1	1
0.9812540537697514	0.08720849163535256	0.44122493930909806	-0.21381209876518914	-0.18241469186088627	AT3G04120.1	2
0.0	0.0	0.0	0.0	0.0	AT1G14040.1	1
0.015020126862320519	0.21261844877851302	-0.44114544252275384	-0.04309043887763037	0.12171966346359907	AT1G14460.1	1
-0.13720585042204306	-0.03149505883078818	-0.144225477679572	-0.16013507249708586	0.009288760537606099	AT1G14460.1	2
-0.9548320156657544	-1.4510499806146593	-0.8984944794285732	1.079719106943072	0.13049413970837925	AT1G14510.1	1
-0.19544325642721747	-0.22298714706441938	0.16942978929469982	-0.37274847207764644	0.18656603875788969	AT1G14570.2	1
-0.03827173290133832	0.10220037721723745	-0.5950227134107671	-0.5527029680074687	0.2605291189574252	AT1G15340.1	1
-0.41363833615184364	-0.16050477267524804	-0.2650571514470015	-0.1906229725980252	-0.0007377784776784538	AT1G15940.1	1
-0.41363833615184364	-0.16050477267524804	-0.2650571514470015	-0.1906229725980252	-0.0007377784776784538	AT1G15940.1	2
0.1775959551859742	0.08804742309604653	-0.3734031716938375	-0.4081544445950904	0.15684276638298675	AT1G15940.1	3
0.0	0.0	0.0	0.0	0.0	AT1G15940.1	4
-0.5268892901253976	-0.05018301212401012	-0.4756004526972229	-0.5742951438876294	0.24093393080299205	AT1G15940.1	5
-0.05698558798859301	-0.056533652131176004	0.17665906118027738	-0.1469422540520747	-0.2830284262126921	AT1G16860.1	1
-0.4977677766372299	0.15929622074219785	0.35907880052679264	-0.5779763761090628	0.2969641632221532	AT1G16860.1	2
0.1617202555153607	0.08785282513199227	-0.06635729305172254	-0.47511701929264116	-0.3119667329007142	AT1G16860.1	3
