LFC_0-1	LFC_1-2	LFC_2-3	LFC_3-4	PID
-0.017059732493219928	0.011782442056597392	-0.17064875421844047	-0.14346649283840004	AT1G01090.1
0.15743372242644327	-0.15253257351195543	0.3716809349565046	-0.4106545649189775	AT1G01120.1
-0.018496126964597064	-0.07018826990732538	-0.1357367871137722	-0.477508514386448	AT1G01300.1
-0.058832757722666	0.03384164024701152	-0.18570346571280863	-0.1758024383515666	AT1G01350.1
-0.8071651312211943	0.10723779104893338	-0.0200562957300387	0.10233002530423367	AT1G01360.1
0.6093788885504039	0.7833606011407885	1.2160858998917894	0.04842588378117102	AT1G01600.1
0.2638316927343707	0.1452093983860671	-0.04626458273709149	-0.3829146630388059	AT1G01610.1
-0.10627329287549314	-0.0989927410465241	-0.04369372100295526	0.16453773005509068	AT1G01650.1
-0.044708476607921425	0.18411765011669476	0.264949463049576	0.286889697841255	AT1G01710.1
0.0	0.0	0.0	0.0	AT1G01725.1
0.001778268535078601	0.054021442003194385	-0.002931153139025002	-0.12728791721079938	AT1G01800.1
0.010806326665449728	-0.26730152226622084	-0.17981830741145624	0.31414910717609573	AT1G01820.1
0.05996263593294794	-0.03738987002772612	0.019746575185093672	-0.07403689295863924	AT1G01900.1
-0.10625063824956735	-0.09727871064705941	0.07964068965958898	0.4389818480391999	AT1G01910.4
0.01824323049194324	-0.08305167997769283	-0.09078711605447959	-0.11207161610983306	AT1G01930.1
-0.05414088557809633	-0.022446398221564048	-0.3033046037907193	-0.24219121992238854	AT1G01940.1
0.012237143211746841	0.10359166924290593	-0.09047425887486807	-0.06925660878739213	AT1G01960.1
-0.5765543917958074	-0.023416005365516537	-0.6692963023420191	-0.048535112421351334	AT1G01980.1
-0.02905506406673834	-0.058500249570519476	0.0570425648416408	-0.20950882624337222	AT1G02000.1
-0.13223419089749083	-0.266469517326622	-0.9459533556983372	0.22971072794232825	AT1G02090.1
-0.18446699951336598	-0.29448065263346546	0.1281212748792329	0.5110835079390219	AT1G02130.1
0.05992662390019972	0.2021039450946304	-0.18458315230958378	-0.12746050090848215	AT1G02140.1
0.13506087283878113	-0.12505291437714203	-0.23153385498809173	-0.3068165195727458	AT1G02150.1
-0.12528267477672084	-0.08901980704265232	-0.027934044963729535	0.08600810012102934	AT1G02170.1
-0.013996050676645446	0.03982819951981422	0.2781285053741083	0.1262669057055973	AT1G02305.1
-0.06191523587134673	-0.0228316717524038	-0.7190698340155354	-0.4668024417086419	AT1G02330.1
-0.08954139028762859	-0.12553050650051997	-0.212025350811686	0.30170790408467685	AT1G02560.1
0.392319621662078	-0.6067187420065787	-0.26831046647430945	-0.4000063368065215	AT1G02680.1
-0.033936503724734446	-0.27787028918704576	-0.2829096582578358	-0.10978415248050494	AT1G02730.1
-0.29465907952046294	0.013956802021246946	-0.35062552344187814	-0.2724623887249041	AT1G02740.1
-0.2567110057084768	-0.2838503254626338	-0.3794892563073303	-0.2981738234810448	AT1G02780.1
