Reporter.intensity.0.P_LF1	Reporter.intensity.0.P_LF2	Reporter.intensity.1.P_LF1	Reporter.intensity.1.P_LF2	Reporter.intensity.2.P_LF1	Reporter.intensity.2.P_LF2	Reporter.intensity.3.P_LF1	Reporter.intensity.3.P_LF2	Reporter.intensity.4.P_LF1	Reporter.intensity.4.P_LF2	Reporter.intensity.5.P_LF1	Reporter.intensity.5.P_LF2	Reporter.intensity.6.P_LF1	Reporter.intensity.6.P_LF2	Reporter.intensity.7.P_LF1	Reporter.intensity.7.P_LF2	Reporter.intensity.8.P_LF1	Reporter.intensity.8.P_LF2	Reporter.intensity.9.P_LF1	Reporter.intensity.9.P_LF2
5090.80678620955	6892.22354169543	5267.92832860111	6378.91111399777	5952.00645617817	5542.92632564574	5676.00814636106	6116.07710040289	6354.61081369498	5966.02961330651	6140.46339149495	6091.57417088981	5938.62224357209	5890.32689357723	6631.36633714833	5711.83824639644	6671.76372257293	5437.57554521694	6645.97911198349	5666.9998797961
4958.8554938004	6455.91322463042	5348.30452924189	5971.85724068594	6199.2650492745	5183.51973422154	5610.22538282431	5724.00355509451	6360.798285927	5582.50808355371	5990.87615017067	5700.89717968845	5648.77714716069	5511.12007011676	5334.21167468558	5342.80445359928	5203.26244717981	5084.17346296816	5705.13768549621	5300.5216673427
5197.34286267246	6517.26348445361	4876.67392060449	6018.98447435085	5134.63788344045	5207.48323198007	5806.53179841304	5763.84809921416	5462.28001788128	5618.19506354906	5723.11532264488	5740.06278874124	6339.59956098531	5544.70945475914	6190.50016979119	5371.44821728875	6238.35233515453	5105.21786735395	5751.73079353192	5327.92303512153
9091.57724335846	7482.37931853306	8663.31615866138	9044.65657404344	8842.48541658524	10054.8175372472	8810.65764372733	8782.6065948271	8596.68890755055	9008.85597546713	8864.00226613997	8504.74893155443	8490.84303353439	8644.20154067445	7748.09847244706	9027.64385901559	8015.31897936914	8306.69266373429	7715.49335377568	7626.33981042779
6096.88305271835	6110.2918340744	5772.35054360508	6248.47278806036	7630.52150606692	6289.73084518246	7223.06774771692	6938.07775674827	8046.86237813335	7212.47463896696	8273.12246759982	8744.02225738656	8732.43936953577	9528.52565722891	10010.1623091347	9664.82198436123	8901.45393429967	9368.81528123075	9796.8384150471	11173.6430241087
7037.1894729411	6991.97990745734	6620.4080182056	6434.91133144178	6840.07215041269	5527.66492459612	6384.63210573268	6149.67263122471	6973.15797875133	5986.83468797365	6144.2177809354	6123.08100531515	5544.50223657534	5904.67886238952	5087.9349751154	5710.97535716578	4907.03697764014	5413.33375693117	4925.7105705805	5662.31484616871
5572.10089739564	5907.52593330843	5231.98570840577	5439.38207464272	5374.27784793802	4676.9591846295	5349.00095641669	5199.67595674336	5179.07186469414	5062.8317936136	5391.366039264	5177.32914542161	5095.01148486703	4993.79048190309	4505.14068924221	4831.0078187324	4717.36112313491	4580.87867264074	4479.24644739953	4790.11497292561
20061.425855574	14082.2033743539	13979.8063135722	13170.8645796713	15534.3192060007	13399.9433080197	14018.0335082351	13247.3616561402	13075.0842515942	13337.1124606929	11730.6620559393	12982.4773266635	12052.7277153554	12334.9705862103	11228.4182864109	12809.9397373931	9732.08925643914	11787.5071671224	8404.88231832606	11513.1793555633
21049.7119777632	12754.0353178777	18838.4716278394	26823.4168126012	21332.6694070244	34277.0648869555	19969.7173629708	27487.4309374541	20424.3000565327	26205.4544794332	20094.9071931676	21399.0798924786	19197.2412981012	16524.66284272	18280.1376155916	13581.0957164991	17469.0659956684	13219.7687071379	17326.7086301818	11164.0113317815
5572.10089739564	5907.52593330843	5231.98570840577	5439.38207464272	5374.27784793802	4676.9591846295	5349.00095641669	5199.67595674336	5179.07186469414	5062.8317936136	5391.366039264	5177.32914542161	5095.01148486703	4993.79048190309	4505.14068924221	4831.0078187324	4717.36112313491	4580.87867264074	4479.24644739953	4790.11497292561
6633.64547317369	6151.69194023603	6876.09123664838	6167.84191917628	8385.12673797808	7662.69616587866	8125.44213305984	7939.96623446615	9204.37681444285	10378.6375017741	10102.0883390745	10275.8181251906	8899.17216618174	9581.82077418385	9291.38091096278	9556.59578854348	8746.84557284572	9169.30619739803	9035.97739215234	9069.19119007203
6069.1678422434	6847.39467713884	5667.88619868972	6223.96861433938	5835.76821473803	4988.11319240279	5805.94551671701	5645.19094574968	5605.45630770364	5492.10711896165	5855.92955337454	5403.22595254279	5506.27847482017	5227.08567438353	4810.32507428064	5120.43147954446	5060.71131772087	4971.26389091245	4779.77400140422	5147.79438011334
7472.57144689562	6302.96538325988	5133.18326603063	5754.002267135	5338.16173929281	4859.95647809161	5307.34381558458	5472.91384741016	5217.81190785609	5312.44522900443	5354.40934029506	5446.70913500913	5141.00878265953	5231.48478721634	4809.4992157896	5040.59970697629	4834.92850912376	4747.28885192526	4770.08024212899	4992.64721620713
6363.81491044006	8939.52554068212	5889.93126303367	6556.37113157606	6088.18738408214	5133.01944422391	6052.96900531818	5119.18267718576	5816.20622496397	5420.23362554761	6111.9964190658	5088.10050482372	5699.08461239164	5579.72079493215	4877.21563041706	5258.93238079881	5172.90308138307	5189.72946863642	4841.13709535464	5047.71774593023
5572.10089739564	5907.52593330843	5231.98570840577	5439.38207464272	5374.27784793802	4676.9591846295	5349.00095641669	5199.67595674336	5179.07186469414	5062.8317936136	5391.366039264	5177.32914542161	5095.01148486703	4993.79048190309	4505.14068924221	4831.0078187324	4717.36112313491	4580.87867264074	4479.24644739953	4790.11497292561
5572.10089739564	5907.52593330843	5231.98570840577	5439.38207464272	5374.27784793802	4676.9591846295	5349.00095641669	5199.67595674336	5179.07186469414	5062.8317936136	5391.366039264	5177.32914542161	5095.01148486703	4993.79048190309	4505.14068924221	4831.0078187324	4717.36112313491	4580.87867264074	4479.24644739953	4790.11497292561
11893.7466757399	10819.9050658406	10906.2369705722	11099.0019534039	9982.36252595513	10879.6173454322	9947.71189439996	10178.8037113459	10532.0883365708	9877.19176408123	8972.07961636056	9701.81035425528	8985.13616612929	9632.35912249687	9931.47488551281	10592.1376250878	9207.46918676639	8944.50566413796	9516.21685252721	8558.92849017405
8444.9700933364	8369.94001198619	7979.03482369215	9390.39248663332	8173.96562521889	9631.64222199266	8139.33795892225	8489.81778141926	7906.54636438247	8316.65548732026	8197.37531490917	7267.48319565817	7791.38921466074	7589.42481491591	6983.30531511191	6836.1959782199	7274.03324579765	6856.93732071096	6947.83191978653	6495.53991972174
10311.7538475282	7424.78945605733	9372.77671984877	9285.09573071972	9474.06771290474	10126.000807185	9535.40242751217	9237.00257322423	9459.63575442764	10304.3868621999	10206.7935117884	10487.2263369345	9457.19707882257	10356.358102002	9963.30524112496	9890.9758376447	9839.52219050188	11666.0338539836	11008.0316900114	11313.5758154815
8764.97982687172	5006.42080542011	8267.65020725785	6414.78239921317	8475.71529202454	6567.953563142	8438.75444095917	7831.03405426553	8190.27753288958	7182.79934667979	8500.70230809188	9481.70765057309	8067.36118549512	8065.43569897905	7204.8292318923	10884.8973008683	7515.14618061667	11305.8282322076	7166.96566724511	9783.51954932475
5572.10089739564	5907.52593330843	5231.98570840577	5439.38207464272	5374.27784793802	4676.9591846295	5349.00095641669	5199.67595674336	5179.07186469414	5062.8317936136	5391.366039264	5177.32914542161	5095.01148486703	4993.79048190309	4505.14068924221	4831.0078187324	4717.36112313491	4580.87867264074	4479.24644739953	4790.11497292561
5924.58424533961	6291.91632841489	5594.61636695066	5741.9738223954	5732.66323140363	5085.82788268434	5708.14047400391	5574.93057147721	5543.28120371145	5419.37437890627	5749.24159785084	5531.44412799738	5461.72875887504	5303.97381811015	4889.45671323665	5068.68260744514	5095.34556674634	5326.67783945819	4864.3350241151	5168.42437130182
5572.10089739564	5907.52593330843	5231.98570840577	5439.38207464272	5374.27784793802	4676.9591846295	5349.00095641669	5199.67595674336	5179.07186469414	5062.8317936136	5391.366039264	5177.32914542161	5095.01148486703	4993.79048190309	4505.14068924221	4831.0078187324	4717.36112313491	4580.87867264074	4479.24644739953	4790.11497292561
6275.06108027378	6644.13201408893	5940.71410667427	5908.66953468168	6080.59302934427	5700.35924884541	6055.7448236312	5887.26431577796	5888.69766024902	5873.9798179847	6097.3914118896	6116.06465078234	5806.0629103036	5745.51002432517	5226.19608366279	5349.68678361223	5434.81734523812	5523.78912705805	5200.74099763894	5395.87211751346
5572.10089739564	5907.52593330843	5231.98570840577	5439.38207464272	5374.27784793802	4676.9591846295	5349.00095641669	5199.67595674336	5179.07186469414	5062.8317936136	5391.366039264	5177.32914542161	5095.01148486703	4993.79048190309	4505.14068924221	4831.0078187324	4717.36112313491	4580.87867264074	4479.24644739953	4790.11497292561
9761.2373965433	8099.96294493008	5312.63833717918	7522.967375432	6691.77932844185	6583.26770517385	6366.26025982418	7227.52535381984	7647.50953901099	7058.86250718422	6768.5139737002	7199.98251439905	7002.0999002524	6973.76787178124	7338.85472544675	6773.13536597782	6842.09641839045	6464.84677813098	7914.23614150647	6722.73421167894
18848.6292377503	17843.0394482988	16639.0590953617	15532.7361938045	15358.7919792707	16225.1520994995	14771.0561489058	14866.5952244063	16447.2710785808	15835.5236924809	15943.2448754874	16219.6776235251	15988.8248587739	16595.5553967263	16493.8514258491	20478.6192045093	19077.4405813342	18621.9973959374	18773.1366425956	19223.0237076857
9536.76310569638	8067.61840028879	6753.01571168814	7666.53178642995	6176.45040446136	6301.16806852819	6268.49944295142	7041.09570181919	7065.26166566605	6657.59562333433	6286.44873356223	6701.10254996998	6540.73410850321	6470.58414121614	6451.9264458211	6881.84465259512	6406.20363288573	6741.49927327482	7732.69515466556	6324.67596786685
9831.92136847258	9640.63955678939	8800.65271118678	7713.53003440777	9784.61739285903	11062.3165671645	9971.32028860991	10046.5288880748	9222.5631907518	9471.65948339562	8729.55023967015	9634.55711465273	11946.506351429	10790.1376309654	10840.0211805223	10173.115758671	11846.8673135005	12410.7512419776	11592.3633451336	13008.6617821432
6275.81322663123	6421.49073161261	5761.08862781705	6164.79940439372	6150.12245436614	5569.11653395593	6099.56162101216	5713.59993060135	5713.99347230909	5982.63913647325	6056.44877830471	6197.88798577327	6174.52088685376	5884.41777387042	5803.66161080046	6165.13271432081	6188.59783877115	5651.03188689739	5738.47952265172	5873.76033654956
5901.43749035546	5629.05128038364	5612.92460308848	5483.33822801569	5733.62816864746	5340.40327776918	5712.18628898425	5881.57868288072	5568.03885167297	5667.60993734124	5748.12373831688	5625.17894732365	5496.73211891367	5527.7209198351	4996.35656419165	5175.44137410638	5176.37889809941	4990.82008193942	4974.39099864367	5528.07779184149
7609.25348213505	8476.57204670735	7194.96785682967	7512.3220251312	7368.2902779107	7490.01266067989	7337.50114191007	7320.50158485976	7130.51485520251	6841.01998713754	7389.10496733944	6638.83450973289	7028.12305340292	6517.03343057758	6309.61650231181	7026.37876671737	6568.1167928132	7191.22852313216	6278.07538765162	6071.84414194868
12992.6792357131	10276.3498017966	12515.0703118523	12193.0487464668	12714.8849565252	12630.8956285744	12679.3897203556	12230.9310314191	12440.7657092631	12602.9396551338	12738.8811582066	13584.1931636549	12322.7233846383	13590.6108091259	11494.3935568761	14365.9383727445	11792.4054550033	14253.4545298389	11458.0314025795	11171.761421983
5572.10089739564	5907.52593330843	5231.98570840577	5439.38207464272	5374.27784793802	4676.9591846295	5349.00095641669	5199.67595674336	5179.07186469414	5062.8317936136	5391.366039264	5177.32914542161	5095.01148486703	4993.79048190309	4505.14068924221	4831.0078187324	4717.36112313491	4580.87867264074	4479.24644739953	4790.11497292561
6845.26483582941	6314.34507138836	6463.08858500639	6793.67528173983	6622.97758193572	5574.9813562991	6594.57477033895	5979.66332504954	6403.63103926605	6031.13591863548	6642.17902046514	5759.9129934386	6309.17515536244	6276.45378746589	5646.35674430758	7212.6784980454	5884.82186553321	6787.00786432603	5617.26023646054	6755.53223975476
11061.7858722872	11544.2852673162	11094.2897673919	14454.3414889503	9513.51735510419	11885.0929582352	8884.11512746294	9472.27102227359	7960.0195362402	7007.93384998586	7848.43815651738	6897.53765270491	7338.83255382353	6169.19156536165	6040.57804598014	6414.73360663888	6308.61932361707	5403.29342766147	6435.29760094804	5191.38811029519
5531.70388615134	6139.0086582137	5757.35256164164	5646.12994282669	6004.71336931731	4843.4236642857	5408.10017194883	5393.75870848565	5514.57720847942	5249.68424487131	5481.31916646853	5370.23118066834	5091.32253208284	5176.99506526421	4656.42986978566	5005.61161458834	4820.19728389246	4742.26664076367	4574.15949327784	4962.55815369875
8155.66266364182	6600.47496270377	5265.54171839547	6035.3549641561	5705.34915740025	5114.99594518914	5284.80438792805	5745.99365247459	5486.19669841496	5580.8021801576	5874.59592758612	5719.01769252569	5501.15577526391	5497.4589401442	5086.40535878905	5300.95579977022	4707.56113433154	4999.01232649915	5066.96149778787	5251.5919887639
37080.3898618927	31717.1404107468	11428.9527110632	13835.228637315	11184.6082410552	13425.0412971316	12756.5998655396	12123.5207423123	13520.4002094875	12491.0789397146	11990.5258135239	12531.3863120653	11841.0037541033	13531.8357510233	11785.3131822568	13613.7781042007	10876.4059033172	12187.9144047525	11900.9091749959	12074.4072495926
44666.4082111285	37796.1858252915	18961.4658587689	19553.5095441821	17261.5288124269	21201.7941091766	18204.1628746716	16752.2497941931	18702.3248273438	19763.5925624227	16244.0095033019	18061.4895797925	17052.4397574499	19749.416437887	17353.3384379393	20083.8225659651	16454.8038935798	18403.1856763013	16456.6342157385	14946.0374354462
7977.24287600491	5541.45070575977	7506.69225929661	6672.03446042031	7703.55395844183	8169.32214578808	7668.5832859201	8701.87904448518	7433.48576162485	9191.85824753286	7727.19553408198	8173.94044488048	7317.18791651581	7715.0035795905	6501.09949810724	6942.96857861079	6794.70725006591	7011.4680176605	6465.27471914205	6172.09140517916
6407.09806262015	5638.10130996455	6076.850112521	6035.79816498167	6215.01414905024	5275.29334548084	6190.47057710748	6254.25996151136	6025.47137677699	6168.51844528769	6231.60658696243	6361.0538122212	5943.84971146734	5930.40607244086	5371.09193003155	6456.90814676252	5577.15553886469	5747.37220688641	5345.94891800285	5726.45365279701
10009.6770523297	10334.3248219627	8774.01787088867	10827.6560920901	10935.1328121705	9827.01204906669	10398.959740005	10286.3723960379	11584.0151938932	10345.5164359348	9684.78784172098	11000.4812255994	10173.3984905047	10086.9626408813	11729.5770375944	11131.1618235149	9448.06079920679	10166.1901783529	11011.7457903923	9518.97214048638
7989.22607348943	7870.25817185315	8467.86968704333	8039.73584149957	8441.50818918243	8554.36329980841	9188.98308031611	7843.53706325467	8191.18672448924	8915.27544330527	8972.18900560311	8060.11043556255	8509.17483237656	9226.44781116642	9181.29828227306	9054.74777405403	9431.68912334287	10702.8242118053	8286.16567833135	9605.64016130179
9085.04089268909	8821.75857852318	10341.3171273795	9843.72989529502	8572.04012224235	9657.40597625832	9875.58696362955	10660.0157468121	8576.95773527354	9265.21802322414	8802.84973181777	8578.15815018744	9607.47675763284	10088.7461009727	12144.8626690595	10111.9562312613	11856.6025762994	11578.3425259873	9178.4029556937	9879.45310548811
8018.22642622413	5371.91776579246	7540.30818183698	6493.41278337235	7740.25223525403	6626.23503788205	7704.73401080979	7407.16281401933	7465.95545632199	7209.01506970117	7764.26397793015	6796.49237349099	7347.83668230075	7523.10857369969	6518.97039174333	9355.58096927429	6817.17529547111	9493.53131959557	6482.58468771775	8390.5296461167
6084.43797854802	6138.56428060547	5759.90044826044	5571.31645832147	5895.67544754901	5378.05955805079	5871.55626612685	5588.1054600969	5709.41011818374	5758.71817600432	5911.98098046709	5516.78737180121	5629.1997984237	5412.99779480977	5066.3457495663	5926.5115383665	5268.84624857855	4949.31286263006	5041.63749316279	6033.207430561
5572.10089739564	5907.52593330843	5231.98570840577	5439.38207464272	5374.27784793802	4676.9591846295	5349.00095641669	5199.67595674336	5179.07186469414	5062.8317936136	5391.366039264	5177.32914542161	5095.01148486703	4993.79048190309	4505.14068924221	4831.0078187324	4717.36112313491	4580.87867264074	4479.24644739953	4790.11497292561
5572.10089739564	5907.52593330843	5231.98570840577	5439.38207464272	5374.27784793802	4676.9591846295	5349.00095641669	5199.67595674336	5179.07186469414	5062.8317936136	5391.366039264	5177.32914542161	5095.01148486703	4993.79048190309	4505.14068924221	4831.0078187324	4717.36112313491	4580.87867264074	4479.24644739953	4790.11497292561
6543.83685504214	6914.06027579497	5552.3032798902	6540.02510492185	5683.9694804786	5612.50328695092	6213.52357054008	6140.33086229001	6065.21413054851	6469.81600881416	6121.04258489667	6462.00553256628	6674.29941404694	6694.75690206252	7764.26638053327	6783.59431447348	8081.25560521712	7723.48566479541	8814.94684036323	8271.86679620641
8393.6243020204	7813.15603162358	7226.92099182054	7606.55986006652	6846.33985987216	6951.4931153133	6432.21541620205	6835.6454744471	7003.56339276706	7115.54247757333	6482.60278315954	7263.07123435774	7410.10604343674	7073.06167188629	7416.21560811357	7066.84073708914	7247.95947943073	6430.9592902096	7228.854751231	7100.05204570039
5572.10089739564	5907.52593330843	5231.98570840577	5439.38207464272	5374.27784793802	4676.9591846295	5349.00095641669	5199.67595674336	5179.07186469414	5062.8317936136	5391.366039264	5177.32914542161	5095.01148486703	4993.79048190309	4505.14068924221	4831.0078187324	4717.36112313491	4580.87867264074	4479.24644739953	4790.11497292561
5572.10089739564	5907.52593330843	5231.98570840577	5439.38207464272	5374.27784793802	4676.9591846295	5349.00095641669	5199.67595674336	5179.07186469414	5062.8317936136	5391.366039264	5177.32914542161	5095.01148486703	4993.79048190309	4505.14068924221	4831.0078187324	4717.36112313491	4580.87867264074	4479.24644739953	4790.11497292561
7304.9161583575	9481.28620881465	6824.24916990013	6800.57413984538	7025.34320040565	7169.17586729468	6989.6206930951	8275.24357435836	6749.46880510633	7058.25302109377	7049.4930464835	6216.64857801006	6630.67067162668	5258.96015006891	5797.03716130328	6010.1672368603	6096.95718884241	5259.59094546856	5760.4421851075	5636.17036670782
