Reporter.intensity.0.LF1	Reporter.intensity.0.LF2	Reporter.intensity.1.LF1	Reporter.intensity.1.LF2	Reporter.intensity.2.LF1	Reporter.intensity.2.LF2	Reporter.intensity.3.LF1	Reporter.intensity.3.LF2	Reporter.intensity.4.LF1	Reporter.intensity.4.LF2	Reporter.intensity.5.LF1	Reporter.intensity.5.LF2	Reporter.intensity.6.LF1	Reporter.intensity.6.LF2	Reporter.intensity.7.LF1	Reporter.intensity.7.LF2	Reporter.intensity.8.LF1	Reporter.intensity.8.LF2	Reporter.intensity.9.LF1	Reporter.intensity.9.LF2
308238.167457357	278686.672979023	425901.067006001	388668.141061424	452565.701135076	479303.464145467	422937.640421866	448105.482651671	445890.171683727	459953.533438094	407971.343837679	434455.377144312	404265.634038604	400346.078766227	363541.950494967	380840.11830774	313482.666680208	356690.957588005	303704.534196433	307623.102795738
417736.203261644	375426.83598877	399162.638767551	403126.876467134	391495.625280702	457688.001480415	362892.680158797	373313.70850913	383015.848912965	347015.08086005	324672.778283693	346095.502719021	327555.08861795	342147.336062534	307534.32717981	328432.876840932	267634.820236822	300618.431089274	293740.30056322	286200.792561557
26909.6322536509	35394.1632818288	27804.3619785005	37005.9026575822	41149.8580529988	16409.9595008723	36482.0831976375	38938.8371759469	41932.485727162	37553.6680390501	45346.197668997	40902.0544847612	41605.7375976742	42146.0081765354	35261.6531416488	37426.8442664953	40638.8136403814	37559.7050063054	38340.7922202362	41897.2039058895
5525.78319497338	13866.0170902505	14819.7352571684	22072.4863861765	23388.7567119935	88.0098367010214	29025.7407736379	22835.235280871	23554.3440746258	22761.1854399341	35948.9136242087	27645.5191360466	28967.9710061039	29748.9249828245	18351.3353164336	23122.7692424573	23862.0598435478	24462.0316164964	16842.5002725319	27241.1335132965
55691.314861416	65588.8962702726	62154.8061050153	72864.1144581045	65325.3404483519	60834.5363549953	80702.0909642893	78996.595907949	78686.8438002402	92154.5300982749	87784.9222311742	91599.8523184373	92779.2687015637	98896.103135222	108431.084305656	99935.7835165814	108130.499075574	99024.1045011847	117518.167617302	100397.963178505
134008.376613535	165550.214823724	124690.418869057	132047.035046342	137415.394858326	134352.613415187	132968.304955541	133304.033086672	141400.592277024	137538.238262108	142929.447706946	134044.578438422	145793.615082345	140580.554272415	144365.255174676	151128.010335028	141960.206164203	145647.665033501	158206.011477399	150843.188605101
13680.6613189771	20178.368986258	25564.8618282369	29762.1742620961	31851.7265114756	9196.80925838032	37415.1742399977	29597.7730571906	31078.907189677	30585.7762690788	41497.9933270263	34120.614453686	34971.3112879003	37802.2026043612	25864.8192812705	30776.839828673	30842.5839874	32391.4543337899	23472.9913467306	34947.9739883967
36776.9622690557	43662.7376189188	49280.0916912783	50738.6196093623	55057.0723805678	34742.3624714455	56319.3874134829	52830.3773657303	53234.0788727486	54094.0392361431	62898.0707704933	58419.2602252217	58914.9009653059	62101.2126858132	52861.4081852388	57740.7070790914	62742.4728591396	61022.1575667032	53871.1188039122	62091.9609298465
60772.9160731824	74001.5821809576	70922.3528052618	78728.0920139245	74767.1476263292	62245.5743318796	78298.3616287254	73972.226305519	77782.7557038348	73044.2067793806	84474.1368649871	78631.8702047411	82667.6348884133	83985.9778617349	79045.7882138358	79319.6154543438	81430.6676983871	87799.6695883948	83456.6678329688	85049.2450828459
23203.5765667938	37420.475983683	33649.09202331	39876.6406365347	41611.5209556313	21506.5052706939	48847.7860286769	41703.8569509684	42852.5199383943	41657.5813147377	56086.5885992047	49117.5309053391	49717.6967706085	49975.2646831552	42975.0684753023	46314.5303264255	48904.8931060837	49616.9891234595	44271.4190704132	52704.4834278316
355479.083223524	349140.564720372	349809.975201352	320503.212960689	362191.902754933	404489.900184286	333834.670792535	359540.274502896	375132.457580172	384199.137683563	336249.095243342	382074.09139936	378087.963645046	374768.077234029	402869.121117107	390165.065782455	360105.962077365	358081.141536821	386481.971289154	364453.801885763
9027.59018868099	19280.0898724994	17308.7247794129	27265.4526341413	26699.0067516607	5785.64872731578	31350.4241131209	28467.4208892385	27629.6916197589	28707.5244597956	39713.0944352929	33316.5629287424	34308.1728403925	36097.917282777	28618.0929670834	31615.2912855089	34091.5097689216	31739.8171331452	36651.3205796682	36803.4053953282
35553.9707095242	42092.9875840509	47916.2888501623	57352.377257854	53591.7748287516	36792.4121987292	56480.0989032605	51137.8285706931	53731.3174828488	47838.7901948491	57165.0975983755	53879.5318200828	52571.3248722731	52745.8152197597	44588.297154933	45856.3818764427	45906.7692642756	46702.8081696431	39586.4417418104	47578.9751370267
298000.976338581	284681.947611865	297768.02199878	298180.707081648	277834.793471099	316254.38211076	291494.825839341	282261.007903873	292146.641751485	307604.932860478	300424.410475664	315013.578049874	319597.094336891	346524.187876338	385162.993560399	358718.630194254	380676.235277096	395530.801228878	394412.357457083	393729.908073591
62701.7473851816	60872.6020762607	45447.6417548865	50921.3501027758	51348.1505242563	42238.9840353585	51292.2294168343	68483.3797911818	58116.3004290294	68790.6968820009	60511.2127723491	61936.3282409576	59642.7138459569	57971.7031580337	68250.8032552687	75153.2011151895	72444.130418434	56981.4654970164	92474.1880174405	79081.0602144772
23068.3883712912	33421.6895193919	33796.3813385252	39937.5531401702	41565.5757756689	19512.9968879198	45488.0827782829	38982.8477611037	40005.4145929419	39303.0217528976	52394.9970558779	44029.4970643818	46024.2222159003	47647.0905867344	36442.4900245964	40617.0799787298	41316.8062931757	44275.0365428185	35874.7482822255	45038.0939132154
17345.9619385701	30064.8428196099	28849.9932916647	33056.411312816	32732.0371060556	17350.9115265382	38287.4619337302	38179.7775261396	34002.2053439777	38346.2472143538	43334.1354478222	35191.6525066168	38192.5014534221	35860.6857015614	31445.9993796426	31617.2764639175	42101.1067290324	33585.8680687979	29013.3680338123	36904.7040796107
114310.428568296	108696.463755417	96090.6771531349	103879.095439421	96975.4344937434	78604.7289908225	95414.0465961242	89369.9568577686	96360.2962317661	87002.8077947656	87648.0569665649	90545.7199305833	87887.145497876	89831.6774288609	81936.3739872739	79483.77624399	75058.0312072633	85124.3302651191	67974.1128272268	76609.6609287621
76154.768119999	74652.51810228	88173.0145784578	91486.3371396784	109805.221670387	102296.415326736	102078.242092122	120640.280175293	124670.485170656	123801.925071276	121300.650890535	119717.009448148	123474.039743082	121780.222592047	125328.210509494	136047.83974	123064.39948975	125570.993218824	142935.886866261	140734.55736801
79182.4789288171	84269.8415088388	97768.5021427901	100400.421321155	97782.7321427043	101433.163659398	99408.2864647285	110721.259477765	108076.233153481	118658.235778281	115123.15147797	120493.474176726	127792.053954741	130966.413453983	157180.724925982	143582.179172414	147864.200651469	137118.842045433	154809.163123674	155411.747636798
12608.7476126604	16352.1117930709	20144.6291522197	24532.3327887378	27261.163760075	2618.17334162416	31848.5450198946	25292.6420396233	25500.7453302695	25218.8290462745	38150.0297163828	30087.540255688	31056.9845655643	32184.2183823901	17748.2951362809	25579.2563270494	24545.2315049296	26914.2350853639	17391.2696413445	29684.4480558295
66340.0337180819	76722.9667210011	82307.846741977	79489.2740226282	84609.4238489056	80392.1059935935	85953.1342057575	117022.877703068	101656.489801268	134265.988580206	112794.263890781	129447.087465571	132035.589895372	131857.997096955	173777.630968578	176866.54184268	197194.575372509	153169.876979312	226428.743804092	230808.402486161
42155.4106927113	47258.2166448165	45254.2084872385	54758.072694452	51699.4127093216	33887.449132681	56538.5153699408	48507.4068080318	50276.6754370195	47063.662403925	60781.7849435508	54553.6493260543	54902.2564480948	56673.3268285478	44896.6043861082	50940.1957409302	49825.7185100333	49603.6779472267	41700.5940644582	53478.8349814916
11817.1786818478	21489.119108125	20433.6462751682	28235.4766816675	30488.1149672558	8176.00113777122	35187.2746717522	29440.3589604165	30003.892906358	30501.5766996756	40619.7487872172	34885.3278839812	34930.7969157051	36670.489282842	27098.6571016752	30302.6251347619	33465.1876781353	32900.0682713425	31069.759772679	35745.4096424676
8374.65270350444	27217.0369989747	17243.9718555223	25131.4471533485	25421.4818743746	2831.80964099914	30800.916840575	23517.1190186023	25579.5036886575	22761.153089572	37407.7757037781	28381.3081182467	30745.7865254876	29772.4752288034	20614.2160566217	23115.7407858208	25873.1601810102	25008.8965137272	19174.3184261456	27204.4192443884
38706.2005477169	39867.1091758866	42132.7706296469	45819.8379611165	44415.1258201204	23887.6550658617	49333.0684896031	43829.1687406949	43716.4214329152	43022.8889200382	55220.3103374507	48057.79666796	47737.1683807374	48233.0571821854	38044.9309474702	42888.1384172067	40301.5262645933	42736.533044602	34159.3174640049	45353.625075019
123292.773510874	120049.394237963	143656.603806323	136294.714981291	154196.779223317	166616.544257809	177189.546160019	164293.592130637	186815.685301532	209098.736887886	209539.639799816	223141.880646508	223744.501418488	253663.394529614	284990.495559785	276646.63621815	304787.919798714	332551.193285899	324951.655077232	337316.482184623
189946.10528457	188437.080622994	148003.816343924	163184.202578113	149931.190566323	151852.913660393	147312.053544449	138533.581479768	135529.097019345	130640.696933553	131322.084809703	136423.620186528	130097.067207013	129016.565928482	117190.105118987	120002.517558942	111398.029151767	118851.369799645	106052.514452941	111579.27475403
39867.862381332	47737.3749792193	37097.7751213543	46911.366059735	41227.8750816716	29429.7385476702	43213.954373698	48992.8659430115	43805.6026220023	54316.534561339	48619.2073834498	55379.0624825041	52742.6782615587	53162.3112906746	60440.1378754699	62596.1744329826	74559.7381610738	49080.8382828273	76511.5441155982	68486.6629922018
320283.968819663	467392.494713416	171742.214364565	214338.960337894	144890.464705604	152793.308649086	151973.480417857	123956.296884227	139653.225265767	106156.23529137	133671.160187178	118916.033406284	130985.011858553	113585.650870196	112363.96157831	101249.302533671	109954.920746942	103799.376500103	84640.2148780206	95021.2410673318
47635.378249249	108420.604791395	26870.6751080436	42154.7397416617	36369.1917081166	16242.0040837063	43049.0055495996	29734.9268794506	34998.2856451443	29237.1750178742	52879.8434351118	34233.7836841523	42941.5742590901	36234.3126917809	29502.4414458689	30464.6542912804	36431.671495301	30266.3964024771	26386.1855847913	31561.5204450733
19365.6258865328	28990.5880814478	28835.4716564233	36325.227135499	36558.9280621895	16124.9264792936	40310.556918212	35273.2205250056	37463.7579863576	35095.9714354909	49309.4108801891	38201.9914502032	41411.3836271691	43040.6648327799	34020.8064670567	40623.4669845655	39432.1880291515	39198.1701463717	36002.3136019495	46886.1202329643
23609.8151316669	33080.5011574346	29740.661011789	37355.4786950309	38316.5135582243	18245.0095174626	45430.7736601808	39805.3604103576	40621.1587877721	41484.0183114026	53008.6239189388	47090.5677386567	50180.8443806444	49031.1722083935	41987.7658826164	45458.8374531002	45671.6093217962	46507.1228974361	42444.6757146777	48306.0535858965
8096.93760911723	28131.801188543	17111.650102391	25107.3511988604	25423.2127451726	1811.92154569276	30890.831935032	23469.5052533265	25583.8249859782	23140.1431787997	37605.9959870396	27741.1152892169	30834.7978774387	29948.9459743703	20537.1421818052	23589.894003439	25882.2953426054	24846.3220366314	19073.6405379914	27239.1825564786
79602.1421600865	90712.7765735465	76247.970758065	88912.6860642988	82293.8238917474	67527.8278163512	72005.1591160154	70593.0430312829	68907.2086356402	57344.290300578	67909.3721731523	61350.7725827868	61531.3686953389	59980.6015333804	46383.0432498791	52128.0324786285	50838.4502524772	50370.4696913326	37204.9766228011	50117.5907824669
333440.804070263	347468.943285902	252745.579335582	266224.477354938	238448.930715337	264445.973132951	263451.441751035	239948.572681007	268132.037621973	292049.95651627	288164.942530684	290246.437033739	303887.634510541	319594.619019061	349165.943448742	340361.026689621	342022.864695773	358315.130321902	356962.176429983	345740.433886061
8914.64375940693	17362.4622132359	17748.6689227091	25756.9767436025	25893.6378928765	5351.44553186596	31251.6662873052	25660.7249596234	26051.0308854839	24503.5362795194	37832.2342483356	29006.1597009444	31196.7553541889	31763.5122768369	21105.5017943971	25298.3911655602	26343.5188203916	26579.392408067	19671.3339984045	28599.833094388
361315.060755804	303382.796552886	300783.044494985	274584.02428747	324793.289757654	369945.33828334	277699.957648094	350806.313314913	343383.439133265	343155.615543948	300987.579064976	315354.784441993	327024.057660094	323562.226870631	330622.826564518	373025.69185965	319416.220139641	306336.240307037	345154.122337765	337217.290380015
13817.3067446919	28799.2683230123	23693.3982346393	32963.3867900993	29088.0296270397	12257.0472991743	34407.3364122216	33411.177071192	30599.3716493539	33937.3719918191	42910.8756756829	38631.3084785268	37949.4034245669	42181.9670231987	40457.6544270333	36170.9211836342	47346.1535007636	40646.6120417349	48515.3995663562	42900.5375086086
10784.9526432783	18344.8207202006	15908.6844581364	25618.6442549298	24890.5539104808	4131.22660767661	30297.1001702256	26668.8155708217	25188.9213732288	28115.771414725	37927.4342078189	32914.022554049	33779.4734660485	35441.9570369597	29304.3480337303	31843.3930812678	36609.6081327622	32302.6974906564	34832.073298483	38820.6111935878
6683.34096215866	15380.0388682007	15915.8692595735	22999.0059327377	24428.2580187795	1441.11637687615	30027.9872311676	24112.7966891706	24592.7510138978	23679.4293844677	36905.4048058493	28223.5063642882	29970.5992642486	30556.0056748457	19424.128960519	24069.1622200225	24898.4330881243	25442.1114130438	17925.2658132022	28804.0932586133
320508.738888211	410735.693089957	338503.67908492	370851.015770829	296879.374289623	352960.507624544	319532.325721416	303165.938807056	318579.071374571	362379.831931345	349520.111098097	349754.158955444	369406.92740082	381653.25247752	461020.398133296	399871.697921469	509207.110374256	520944.263523011	522714.464971953	471464.487166715
54863.1287492542	63663.3487859717	53497.7957389371	68529.2171849407	59224.7529846863	49139.4945781552	61070.2238531581	55287.7768321269	53032.9977251694	47806.9547423346	58760.3622900948	49123.9397213312	52585.8545828199	50121.0130880145	40700.6268291156	43103.0892523384	43414.9980291789	43975.2849964774	36515.3333293989	42596.8031196653
138809.292639634	136614.094526622	135254.626828754	152081.023065437	131285.925280279	146697.839486869	151337.42451413	156525.923048789	151089.071834	177366.437775024	169226.990982311	182923.735354556	184106.48256873	217494.934894951	265181.460479295	227034.963813702	255946.350283003	259090.385568299	288732.878350506	266145.11487428
42086.8134875419	46864.3887113753	46994.1804333733	55347.2116898977	53756.7941202009	37055.6247182064	54509.7837896889	50764.0760568564	51808.8753215454	47547.9370228679	57957.0009232345	50808.7614487952	52553.557468237	54186.761214661	43179.0290948448	45941.2619439198	46078.2699664279	47169.5336079087	40606.3071066193	49222.9870405816
13297.9365547631	24630.6623825159	24869.5997069817	31039.5219783999	32011.107917059	9940.7676276244	36130.0076678512	30585.7270075845	31116.3926875258	30907.1595497769	44068.9448162879	36396.7351422045	37581.1098675782	39055.3480999795	29808.2774240063	33079.0193018086	36977.4770314723	34984.0461154506	28937.8303117384	38316.7918005816
120104.662036855	105406.197526468	103752.819800482	93670.9958023648	122031.958879142	103874.4689434	96948.4954351777	149206.061431827	128025.972369793	139390.968617649	104856.859855574	121394.762930075	127781.896758089	114137.779355613	130897.223132441	143896.104701752	117359.313709126	104127.001322322	143895.274048109	136598.74008809
557992.043092974	882266.613888778	90465.0672356292	121831.657165912	107943.282386081	124562.458078162	89924.8980233091	70836.3906317446	83817.5858457117	55311.0835517212	86911.1615542175	55385.4024511088	77760.2972785382	53908.4279546633	65256.6873539721	56692.2389604988	66518.4020024661	48174.6680543425	64682.94169002	54195.0495223751
1121529.43666911	1387065.92378235	253765.673086417	376353.271252237	232328.995820758	347415.044448472	212833.315454115	195405.799553842	235895.650391272	171264.061467573	186625.902286205	158351.638170184	176748.427260016	155069.217335004	170535.775185087	200624.593437765	157716.861681285	144580.221011535	161071.351042722	160574.118954387
95354.3477420591	87480.4147212814	51903.6783319725	55357.6212832371	47081.8222979279	29532.051698047	43506.2424596805	51786.8531492349	41636.5409166632	47237.0999443334	49345.1973277414	47111.3868152688	45560.4931869864	45975.0896478092	36238.8945793818	42286.9101793938	39894.4242815035	41094.0514431651	38487.1601777657	43852.0412715594
35515.4363105915	43337.6090425418	40176.4761798712	47951.7727806405	46529.6560994311	31857.1209896693	55013.8876013781	49137.5725577592	48921.9687565719	51946.8708327711	60844.8874396135	56584.3992496615	61532.3950353729	60359.6511862199	55190.4977459768	56073.9387383004	55495.9747982182	57765.2915732908	60116.5594683044	60613.1786051563
76737.1984657775	48523.0723198573	44656.3250357548	49118.4805429251	50231.9440645171	30500.4175357442	44440.6065255587	52739.0125305651	49012.2835715483	50365.4141446972	46792.223578869	53072.919798486	47925.3846765796	51650.8546257804	42839.0988971478	49504.9384745907	42386.0974936222	45386.3618115619	50512.1926412152	52426.0424936032
