Reporter.intensity.0.LF1	Reporter.intensity.0.LF2	Reporter.intensity.1.LF1	Reporter.intensity.1.LF2	Reporter.intensity.2.LF1	Reporter.intensity.2.LF2	Reporter.intensity.3.LF1	Reporter.intensity.3.LF2	Reporter.intensity.4.LF1	Reporter.intensity.4.LF2	Reporter.intensity.5.LF1	Reporter.intensity.5.LF2	Reporter.intensity.6.LF1	Reporter.intensity.6.LF2	Reporter.intensity.7.LF1	Reporter.intensity.7.LF2	Reporter.intensity.8.LF1	Reporter.intensity.8.LF2	Reporter.intensity.9.LF1	Reporter.intensity.9.LF2
16729.8767850099	21706.360466865	24157.3695416239	30239.659964212	30860.118174402	7968.36651649939	34851.5005161436	30137.994637714	28757.9373819955	29987.1952363153	42354.2587274874	34531.828859096	35298.439460676	36025.6548459185	26237.6331868647	30019.6297135747	31426.4903309324	32753.5006183695	25280.6512114429	34896.0140710322
66650.1759618729	67089.8778377729	74347.6285447582	81942.2503879947	90260.3772696272	75066.7964957298	92525.3750857941	85971.9908488376	89264.2604696457	93037.0749330754	96636.3242170029	95980.2078008598	102339.49408468	104366.189626276	102926.913413579	101369.345847187	100358.32940607	113246.46047703	102169.686883879	108116.920349188
46592.6556854442	61984.1629841062	28596.5583890615	37775.5938212312	35404.3071971903	17775.3920407188	38327.6031589487	33677.2118192914	33737.8006489629	33271.1922002844	46406.9572785541	34005.1333067223	37470.1052371646	35262.6637246193	24136.4022298372	28072.8112679949	32055.0290919563	29690.1475080403	24334.858980071	32283.0474525699
89589.161868573	72229.2789043353	75127.7230019725	84430.113002024	100898.038479303	86503.9941877334	88351.0917037409	113387.08007473	103709.902160835	96701.057733882	94902.5372965176	97924.0842475708	93299.8328054853	87320.468270817	81061.510698068	95691.9217907829	73339.6184839545	71257.9375173905	75796.9406268033	81623.0313440933
11779.5422630815	24244.1201829325	20543.1687256492	27381.3872225912	28623.2301115136	7464.86499138054	33938.5601628321	27270.0979527987	28779.368833052	28300.2672356229	40466.6873139273	32516.1586136154	33884.0868171435	33959.3657871081	23873.2508615875	27356.2024379252	29069.5259198789	28635.534721305	22450.5120062654	31381.3215130925
66409.3456696918	44415.2291490915	51377.1657107176	47407.6987262285	36142.8170676525	27524.6927801035	42821.3371071934	43895.7334611259	36060.4572112721	45730.3941275045	49154.6262786937	49681.904002373	45768.6725234289	55122.2887521207	42931.1297820399	49334.7956208836	57062.5612666942	54565.3764104032	53132.9563560147	55705.5164802617
12499.6937481201	26702.158567772	21623.9565056862	31598.9103018853	28652.9155612149	11097.207223214	37131.8875606359	33438.0972469426	30657.3200291898	34536.3549669491	44229.3388630638	38972.5277513362	41005.264347528	41328.1320169129	39389.4820962119	35169.7320526172	42584.4035781315	37790.5710940389	40375.3395032506	38992.4883374499
13712.1971296373	22000.9688020391	21285.1512024157	27484.7233049603	29821.4208861382	8113.88607623655	36244.5741820288	30945.2521392073	29670.9656136408	32377.7994660473	42681.2221205649	35203.1570485749	35703.3989751907	36980.4601821231	28353.8989222222	34007.6662762135	35575.3721213191	34136.937654225	36098.4361706486	43209.5223414704
68863.8222982305	60651.4629303715	56835.3767394978	61039.941534052	67761.3689320107	42730.6531526356	60306.8084906318	60778.8703143732	59449.3526376418	57970.3205588093	60225.8773562423	62375.8287106002	57214.4777058264	61303.4479614231	54815.7262257913	57115.5789384453	50776.0298248132	57155.1864061515	49056.7511749646	58267.8632541528
25773.9915247007	40210.1556540694	38457.1022990332	42756.2280083981	46335.7419967813	24525.8224759631	51712.1535590363	40860.6941549097	47394.6528081136	44155.8844793512	59771.5232314481	49983.3395624727	55520.1269129441	55090.6793373178	47418.7736683893	53153.5517290712	52406.9259844401	59482.1859582219	45459.4266706512	63091.8244450348
13211.3150530245	20736.9790874984	22601.5380126026	29127.7467815648	30824.6261347767	7783.31899068657	34898.2549086297	29743.8237663303	30009.2215102129	29551.3578508664	41416.2793661762	33892.8593129781	34481.4251455668	35211.4586806791	24219.8172335749	29602.1436190465	29785.0788558496	29846.4599412882	22008.314987157	31455.9682284927
43998.2892052777	55352.0102105984	59784.8511562217	60921.1589221947	65455.3549786709	46641.8321762112	71551.0368877079	64085.8197922761	65284.1331442857	65043.5683997775	73926.3597278173	71890.2187849304	71050.7673188518	71109.7049664161	68124.6393816148	66615.750905745	64030.9027165973	68408.6369074814	64883.6792967899	72186.5071446317
76867.638432541	99461.0020369103	110290.632898545	103369.356372414	102386.9057601	97033.2883548017	101831.885125034	87027.5556997567	101760.270858888	90663.9667856414	94409.6656697981	85307.3155719277	86013.3725171557	89556.5794692805	77787.8329199462	78323.2507393497	70977.0029337855	84367.8139253719	70602.4812511814	76149.0089329341
71821.2467480945	63936.5067261033	63198.517170269	56463.9855222443	59170.9331873524	47949.3613138033	60721.4467856175	69877.0762979625	60257.9411536387	65679.5308068103	66730.8442245207	65244.7474517668	61569.4472867983	64455.1990148959	58175.2295935674	70690.272554056	74315.4041730485	65161.6168127114	67477.6486587656	73165.8310576334
27122.2945882398	39874.5132836621	36057.9706105978	39280.6944301341	41617.236324253	20329.1244098334	43272.9540072516	43742.8368343504	42562.2102633563	40566.6572227847	48950.3367026054	42642.1106138601	44187.2572075479	40859.694071561	33537.7080749758	40330.7389243892	37553.4408179957	34633.7591073798	30815.3368700699	39422.2854650976
10542.9230245252	17976.2657798228	18721.3244748527	26410.5025641433	27498.2934111169	4657.65097477578	33435.8081238975	27281.9437080014	28013.5680736781	26692.1833996042	39367.6667534824	32344.3130665534	33684.5294300369	34140.3883362245	23344.2368895648	26827.7360990877	27423.9916567915	28671.687484029	21087.2127088702	31554.2541009183
7435.12649386768	15749.0929985652	16527.5652637743	24904.5015554635	24910.7915139874	2822.95794342943	30425.5533811081	24454.289679019	25072.7885789311	24107.939530806	37198.6166394555	28539.1969461975	30369.0361890095	30891.6186931465	19982.5924775778	24636.2903288713	25373.8323941709	25166.417984399	18506.4722911642	28417.018581583
7152.61416407987	15199.1566087464	16221.5801987319	22686.4196012299	24583.1645929665	3055.48595434295	30083.6897356423	23944.0223459185	24744.7434517157	23854.3713808392	36839.267880837	28561.8453144628	30027.318446433	30974.1015093843	19667.6880300529	24626.6382707212	25045.0101023296	25050.6518419412	18195.3785460501	28286.76978941
9192.06599483459	17319.3563744132	19984.9292437644	26714.549475208	28544.9463820922	6239.46466298802	34369.298175716	28555.7867229092	29203.4978670541	30111.4626544204	40929.7522149513	34693.4270521317	35394.4672045012	36937.5234073254	26941.4759323667	30628.0056176559	31915.542516342	32288.3333743853	25237.1403893824	33244.1916223092
150512.643221168	148843.7711786	115504.414503242	116792.001469701	121104.873454091	118070.7460682	120152.167027299	119467.030409197	125668.237896427	121288.707133719	119721.593015884	122318.043184309	121171.201702427	129461.626808824	125138.838121007	127988.218273621	123425.665277187	128044.688887805	117620.137457545	118353.634561061
55912.6010311736	64973.7493180863	61697.0982912852	67938.538774913	69442.1168171725	57389.8114492654	74730.9550450474	72794.9372329647	73307.6175057608	75975.7409902032	83035.8498955425	81752.5171428669	81662.940863434	83942.1457151164	83057.5820424846	78602.6472703098	84195.9029691508	80832.8216337035	81543.76641424	83545.3157698601
7457.49442338292	15308.2582005458	16762.6183765039	23641.7239782901	24660.1954565474	2182.35706565787	30644.6098392551	24486.1718040503	24640.6735127634	24304.163641546	37626.944889056	29568.4781132856	30571.9190414993	31450.9551425284	20375.4671235986	25052.053447128	25585.3439771196	26294.6287168548	19175.9303566911	28863.0859008157
17079.6046776289	29368.9354293746	26278.5523863594	36112.9143601031	40773.9988815021	16706.2581511885	42526.6301816933	37508.8810355865	41126.5997106797	38021.5345200908	48552.6079364178	42323.0711867498	45379.9052427141	45154.028803767	38617.4888961499	39052.2207361446	39921.2240266016	39814.1707586545	35830.8154414642	42077.0630096913
16730.6251104064	24363.8190924212	22121.6345773518	31529.5341465448	31973.3014116635	10573.93034507	39220.7688660503	32329.3407575963	32136.9657937418	33441.227220466	44054.0169912619	38112.2523520365	42820.1873533989	40853.66232679	32875.0693709856	33963.4066747857	36620.9284133649	35784.9638402031	28660.758479659	38387.6656049317
9181.30283186329	16119.6459369691	18825.6007477325	26107.8539363617	27950.452494059	4677.58338428395	33200.3321742545	28320.9761289377	27376.1130453907	27166.9643529014	39842.7357207331	33163.6694182499	32855.6964410498	31912.5429125108	21293.1917156731	25797.3960819461	26775.8679882959	28467.7042540541	19808.132086188	29836.7173242277
8197.11823478181	15930.7257220526	17438.8221735001	24224.1785509329	25170.142259185	2709.01259210627	31065.0615560172	24722.3054871636	25513.0808225337	25005.795972662	38008.7119968341	29845.0145706971	31082.5173079982	32155.2599613235	21204.1165553639	25272.9964453546	26395.7399050393	27206.5584322965	19160.8591152129	30183.2854128753
88265.970565067	75692.9386815226	73018.8011157434	80726.3493436153	77005.386231118	69942.1280708385	78175.1547106783	95065.6345673343	82836.5622815888	99535.7385326977	85720.7004783758	101248.200223028	102294.500609568	107318.19851038	125071.521197397	119924.754353142	121301.610850859	115004.957534319	158015.182236058	136443.457197812
638714.506886217	689570.815223597	671788.482022474	573113.834011312	416598.90697289	648397.428468337	376994.881878816	497476.112657077	363555.006366875	348131.136372944	268464.698908102	279786.440670825	270332.578198402	281679.643347385	317067.576218669	309908.059904225	283852.71370009	265405.819347002	355485.596925358	272231.924143808
48195.9825341579	46329.3698242806	52104.7749311419	50948.6205015963	55498.822524704	33339.6273224684	55245.4455528353	50904.2712094351	48335.7546625555	49287.710546206	59701.7252272911	55241.0055929699	54557.6640835824	57963.606069046	44973.6913204436	52450.6939204543	50250.1373545619	54644.4955520027	50071.0144135048	57004.2649866443
9047.92764560691	17665.3355274309	18731.7290676012	26354.237155736	26663.0803860105	5432.6860634418	33656.6562178173	27712.800189462	26644.5477443507	27252.4577066808	39601.3578238621	32540.7629381596	34151.4070819086	34896.6893426288	25620.0347957655	28485.6247947152	31059.2502391756	30405.6491222492	24413.1392418337	32577.101916231
6218.89127373596	14132.1728975856	15454.566238188	23132.5030331693	23969.8562236079	1276.32888823985	29571.4939579916	23441.3536789069	24134.4052818834	23235.6093524111	36451.2555215013	28300.3218498589	29514.0864318772	30398.025097844	18964.0216381668	23611.8773671383	24440.1915398911	24770.8194801429	17464.647642347	27601.9336983865
5525.78319497338	13866.0170902505	14819.7352571684	22072.4863861765	23388.7567119935	88.0098367010214	29025.7407736379	22835.235280871	23554.3440746258	22761.1854399341	35948.9136242087	27645.5191360466	28967.9710061039	29748.9249828245	18351.3353164336	23122.7692424573	23862.0598435478	24462.0316164964	16842.5002725319	27241.1335132965
90846.5387648447	85377.767460796	161971.327752773	146826.032918966	122909.209214569	141645.221419063	134911.864098336	134507.770899213	130035.501990414	113142.710453555	116949.05468684	111650.990273964	105265.775066643	122352.055940692	107908.729609921	119240.745682611	108789.304949383	115210.27683456	109976.693256588	114220.419398398
155802.298393644	171474.493873779	96598.1486256605	112413.077400843	88232.572340554	75631.9154629091	65708.4214273371	70646.8243598348	70828.4825095996	65988.4097594781	67286.2765891449	65975.5092609285	68242.1894522616	67376.6623673405	59737.4198771353	63645.5824800499	54596.5380385259	58453.2430129081	56923.2888116464	58353.3348005203
20659.6307615303	30795.7054814686	26875.9239656404	34074.646046815	35376.712006379	13662.8948874032	39869.1317376792	34191.4051393328	35984.4427803921	34520.9857300363	47258.3688292181	37505.4598871916	39836.0836073003	41221.1504819105	30423.9546570809	35214.5756965955	36470.2822648815	37525.2827032239	28194.1382560503	38347.4151904991
42145.7710590355	68660.4772358692	50135.3866644196	74996.9721505716	57601.2727564575	53115.4244963477	62214.7723637847	71959.5225299966	58548.5644158954	57770.6419349202	72441.5870800953	57870.555000474	62917.7584535112	52172.209572572	53065.3192280674	44548.2326893813	57401.2708684147	47356.2513457582	50206.7060613968	46638.2078213381
47018.1382146663	72317.1223609465	55681.012620538	59399.0268964719	69076.8273857947	51525.7033008072	68890.8002740168	75460.36176922	73446.1966184561	76366.1596035007	81852.676846895	81104.6378476634	86585.0049893387	86188.6215487641	94308.5077767289	93959.2255699186	100779.017622321	86706.1489479623	101392.740681204	100646.31072146
16478.1321857512	22575.7948628155	29168.2872680307	31345.8912766394	33067.0289214028	11562.0498771327	38408.1390366709	31004.478677029	30681.2980153518	30476.1115591649	43228.6949275153	35326.2103573951	36345.9047971403	38424.1718921156	24989.9839188158	32745.1869485577	32375.7246305361	33761.4104956817	24876.4048338255	36044.9406567565
11046.8128956207	21288.7199366054	23401.6145786714	28285.7034235922	30097.7760011812	9778.83010711732	34027.7960979875	33240.716297585	33635.054378402	33634.8173127988	42794.4756872212	34995.7035817849	38782.0707639522	37458.8598376451	31433.1801035009	35952.1447881082	33631.0449897219	31725.928534394	31568.2287858801	38813.4448312617
12382.3068056214	30064.8067380408	28529.1390194158	30527.9547507188	36830.3380166683	14666.3884417601	39948.945049475	34797.964344065	39632.7348419085	35231.5236035989	46569.8618781764	40501.5587851971	42564.726614655	41167.9295625692	31441.1382343068	36810.198003677	33705.9179853368	34366.9257065348	28272.5785813378	36958.9042959615
14795.7974079368	22129.530401719	25585.0609757235	30852.5141829599	36625.5849191221	9136.36078245568	37299.3541237352	31121.070015181	29593.1547301502	31248.1714462247	43032.6449751908	36085.6940853761	36189.9349404134	38606.0944860925	26259.517648048	32186.9199868454	33835.9100036982	33664.5017298124	27052.5018582612	36856.4331227276
108352.641806815	154931.320089127	113699.056443591	112373.619036284	116513.850922904	110859.06594684	127476.239253719	125152.406465226	130143.246136683	142111.215101276	135379.893009002	144089.147985056	151182.660134788	144645.549016559	162161.662758198	146870.243579491	166873.993644269	158723.469994221	165884.460973596	157000.634241942
14742.9229131544	18122.9067346915	19320.4410424039	27706.0497344221	28431.0514574038	6826.17697161704	33780.5664833309	29044.7491594585	28898.5397358564	29296.3395380916	41508.3525264884	34362.611997359	35478.5978419858	37250.6183492199	27045.0800948354	31202.1698310092	34322.8909924282	33080.4596314014	25578.6611421184	35193.4494072441
155745.904528234	135647.877612608	173340.034056747	177288.489951331	190836.420824232	201998.856888605	208977.302831886	207476.740973629	207545.463669093	233462.401013809	223337.568898936	247183.462149237	252178.339146064	279050.944532347	314699.530972059	296220.113272102	285671.5644452	319332.492252821	333858.48911814	316526.621618187
73083.0188537323	78314.7027244447	72599.0435283407	83215.5414317703	76456.4041846186	72191.0271600779	84088.1683662182	84325.0328137154	81411.8223218687	96745.5630497497	97310.0548279277	94815.0125182313	101479.578035164	109620.967034234	124444.68217308	116072.223091363	129432.735369864	129725.206249663	148835.20815022	139157.643304292
222861.698499652	245890.37672766	315017.686455093	259356.983982533	339917.342422235	372658.711082427	335907.361748112	348165.50142336	369457.78966991	382440.917682166	340080.508921626	355206.383490751	338139.476600343	341809.586216508	334567.704865156	339452.904293507	303781.603494605	330202.623440109	320594.644505588	319516.480905115
9919.33537525931	16894.2754573577	17845.8388741188	25097.7124720954	26619.2470223587	4577.00572967021	33208.1353349477	26492.4352984474	26553.3273815051	26886.7049519948	40240.8403711223	31638.3356182957	33237.1449768271	33373.1585920944	21919.6316297874	26272.7063350024	26915.6152595022	28229.3300155555	19986.1277859485	30642.8612129451
5924.90129797392	17070.7498315612	17110.8292824969	25578.919974255	24517.5935799277	3822.95446605729	29856.8922693368	27132.4827669162	24478.4825371991	26781.228432508	38066.8496872111	31606.0709916722	31198.1302302361	33592.9163907156	25959.0424341592	27628.5723833168	35392.5114210921	28802.7611487425	28974.4376328967	31974.9139397774
11554.0340112214	20913.8348896912	18772.000055092	27916.9594747731	26866.8971848733	5843.72037634994	32408.2826337729	28398.1988519207	26033.5617965007	29348.7994758646	44930.7503565704	34612.4951561359	33434.9232784377	37880.0816387435	29936.044631706	31015.7986987295	37671.220758599	35437.571219696	34714.4249905641	38887.9729355618
191055.658490947	192182.455112712	277678.70365479	225105.707368885	257704.557486843	267021.024538571	248628.597137343	239632.343415121	225994.795711018	239549.193356169	214464.400498055	227896.305705897	212019.305517283	227104.057298636	225174.792030415	220877.478682786	197848.699748178	215512.964899934	209582.309940756	212060.341754784
844811.906227528	713609.815731193	948399.093972876	979109.203422432	896845.253900514	1088185.52345186	844855.767851592	860297.715779135	832743.59321146	800631.062674157	744507.780599975	809489.444378181	716018.709575665	699139.991712653	636470.994255343	642565.798958065	585759.379592261	681707.216135604	549545.281615154	580819.079830528
14838.0038817709	22977.3615501026	23722.4955934793	31739.7647430421	35443.7197502033	10288.2335256798	38361.0045241404	32521.0025716337	34631.5476287714	32893.2043358549	43793.3216484519	38666.9115731694	39150.2228141509	38608.7150225151	28178.4530527243	32299.8254150779	31239.4389299052	34684.5615333901	25322.3427225694	34960.7848425198
37440.1101245866	38222.2550639146	48464.0561538863	57411.6838449429	61570.5604321295	39951.0274107867	65366.3902583724	58366.5478042064	60353.2652848499	60449.3568129449	71180.009390051	65501.8189732192	68071.0524730643	70690.5553275352	60338.6988075458	59976.8440620147	57673.4335595623	63460.5506024609	50625.8076334948	62786.7325670879
190605.807360897	158466.285339136	152993.711003598	164614.408974483	147770.301377466	156720.834464843	144386.117765417	138933.595124991	136642.347120446	141734.733864972	138392.523140759	141576.843474458	133111.079297645	140479.652786966	130720.678185189	132343.717776979	126557.784979792	136321.525086967	125742.892126146	125925.358175378
9807.04705857481	18884.9548564956	17979.6384329676	27795.3429512999	28326.4786970051	5924.50708350079	31649.8937512588	28994.6469081419	28693.5845065713	28939.3634295668	39591.4056854348	33271.5040567527	32590.040296115	35409.5156013479	27174.7396762123	29390.6859727297	31230.3754340942	30069.3331721355	34374.2870221608	34568.4949480512
41050.5319189561	44675.4380781303	54292.5843585982	57220.5275240056	72706.7220875071	54160.3330884544	83597.6198608654	78186.2227946853	83236.2493264356	82369.6286827301	84001.6583767196	78974.4324733579	73644.7991765336	71468.5183812716	53798.0818337026	59977.000818658	53213.0607377649	61236.0392855218	47364.7263809111	59422.7954080146
49309.2259786547	68751.7442368937	81290.4213123699	88822.3678272988	88591.9421352398	84406.6314207414	98987.2466772682	99943.3763846684	77866.3181741515	88718.32032513	84575.0598136445	82352.3811061722	71289.4127994508	64370.4336949924	45281.9314120089	46193.357255083	49834.3025595538	46235.7809243944	43114.4097875988	38567.9701977795
398916.117297895	375717.482202889	331983.609506223	279774.854768377	310342.650812608	337793.59409663	248094.923687832	405793.68394908	340178.014026803	403492.089138584	273033.968509943	318795.235303008	328938.019557358	295057.533600479	408412.502957196	434803.668458788	383310.921464015	301707.320754482	479220.197372082	451844.79647812
57328.4764935475	65395.3363627437	66096.043920137	68132.4401270519	75343.0316860599	64031.4380047603	84937.8997085952	76694.8212073386	84516.5500820591	89161.6728835	101762.785243507	106148.051061584	105605.000192562	118714.672379281	121548.811023818	123461.979279553	131967.620492174	140641.418213061	136432.755503429	142031.989772633
263755.145956817	266438.973241216	231594.757542521	238695.315700745	216605.205749981	251027.446788419	170592.827707842	197702.871987054	170248.624254043	142659.579916279	128432.394388384	126784.657612999	132181.501784705	136311.075101263	116415.602403069	125495.888754862	106278.348750235	111426.374156837	99861.0485825286	106067.450318744
6838.88466940548	15443.6417345893	16105.777447755	23784.3358685005	24649.8502497064	1426.5744908068	30270.422267181	23884.1122984684	24814.9555057583	24116.5307573261	37173.438342892	28428.583982548	30212.8206959673	31064.5500157857	19627.0952753288	24624.4376795256	25121.7753621257	25684.2444620384	18122.653195309	28595.7266275962
8592.52774916809	16817.8060001083	17511.3231309441	24906.4639581624	25734.4502211417	4798.96761519846	31143.8935967583	24990.300270086	25893.3535375395	25238.0406403254	37787.6078782288	29390.5356180029	31088.4557450844	31472.4405256692	20900.3677578233	25666.8901478589	26188.6481506811	26132.8570975943	19452.4378641292	28833.36442969
21582.4830608115	33707.063940534	30283.532209849	35532.3438963072	35290.7602735106	16351.4626234809	41682.771037513	35539.29909433	36342.5534980519	34279.478207968	46526.4407083213	38703.0698500002	40295.6972136721	41870.9881534211	29601.4647026015	32842.0863959188	35656.4798033722	35729.8349906158	30610.3508824185	37627.9856821717
10526.269589551	20672.3426805149	22297.6557429217	27783.9244603994	26851.9721636088	6589.33532065943	34765.3890827436	29162.6708960825	30546.5498491922	28866.0673004233	41594.8480940218	34736.7914291629	35251.1627370493	36631.12332295	29216.9945709685	31385.1317445056	33973.0050816289	33126.2446114672	27666.7621888897	36444.632895931
163509.73353802	177744.462010929	146863.957575155	149782.17249881	190580.605434952	182057.551673334	190147.408632507	209890.903628242	226946.044128112	264292.140890339	261096.943123832	289722.433526764	327509.881552381	330613.259408285	374284.807342652	365577.457277559	346464.463336538	366307.443183359	395751.024631208	386633.03544455
142321.296968664	155839.468579218	167900.197935109	170776.580034256	171639.660480504	177148.323990048	189198.4813997	169593.497306891	181124.643265467	187812.733051116	184483.332347943	194237.055162158	172709.871001045	166568.766825094	146999.929782133	149988.63781181	147915.879713282	155785.887887618	137215.884807396	140666.307551383
32340.7139102014	45280.1855514333	46743.4322027293	54372.7021262892	55809.4329325389	41108.0624044107	64433.9291281537	59847.6003236593	61794.3112978774	64572.8993977466	70856.655206931	72062.8554357083	72320.0144700563	79563.3179693787	84057.9804118641	78393.5861357291	87711.7194780596	87373.5434168436	95055.1000874505	92860.1762258689
20973.3069874605	27231.558098738	27684.3090544395	36363.6396773814	32925.6802630388	16073.219546021	39723.1040913723	35637.0572856414	33235.8186944227	37197.0041647183	46795.1349590288	41532.7537831126	41920.1505654795	45033.0557422096	40713.9495284033	38962.0413901149	44585.3479766888	41022.947491916	43670.6067923825	44432.9581323626
16164.2204755863	17525.5891702809	16499.296827484	25671.8879354579	24297.7192495586	3848.60343758478	31033.3112277975	26429.0442903928	24825.9300393394	26355.5373891868	36468.3686604748	31204.0587352797	29739.4873078195	33292.0422315172	21908.5118817317	26714.4700285212	25785.5048000499	28043.912816944	31616.0271063723	30802.6381023043
468754.541174409	339662.918163865	568717.698727071	513983.599964761	344657.471556272	500985.639920192	417096.53815046	445758.749676606	296220.153408457	377438.762623785	244551.417515884	329382.585975261	221310.734612088	251368.884002229	255109.377513636	230936.13434376	278391.647293847	264708.81704043	279110.231880521	248227.340099886
341517.160047659	334907.059497925	394612.775812105	361732.435166152	308036.882523109	432132.832063763	396698.605315121	369787.952534189	312667.941028942	344818.019320708	261612.540598544	322513.051514956	229461.921043154	239867.74289035	217566.483250516	198083.769241563	199789.476161785	218015.369004738	211975.872399619	168827.263821528
448614.339412726	396804.669043062	387390.393836054	377086.479308652	261632.006429195	336130.912755105	271076.054627828	271906.380161386	271458.420178976	243789.884996684	226324.184254854	234083.630149733	200269.438482181	230586.631265665	201044.633306632	215957.3993592	179109.552865612	213023.587598234	180963.801856062	195958.149881016
21345.269534656	29141.1355535753	27823.3923634979	36693.511957586	39348.9175221016	16192.4216625086	42929.7661830782	36553.8530546961	37408.2906335894	36467.5828781543	47769.8735513348	40601.5433684481	42763.5936335538	44657.2233286915	34537.6830195712	39472.5485956168	38967.3689515507	38888.4935131991	34820.737602872	41730.8378089052
73921.2419073046	75914.9524611107	83150.823481473	81208.5248849726	82147.9064585833	61932.4724872102	79772.6568158513	76283.0327809048	72029.5136503764	72300.7895735711	75285.1122685631	75082.2019175351	72598.7834712946	76933.3350591411	66491.069243831	67148.1649559904	70977.6101791106	74867.2608514828	67009.5514576545	73657.6674275865
26154.7721095636	28897.8963672211	24453.1265114206	32300.8310416853	35997.5175036477	11817.2340545276	35079.8620058181	33812.8144984875	36935.0175658103	33655.9241708625	43079.4004844551	38299.9434082479	36258.1078110409	39919.0761041978	28157.3686194354	33781.9931582897	34771.0203745927	34753.1814047837	34114.4834433603	37665.4186011587
43059.3958118778	48118.2532874285	45773.2393545075	48926.8436716245	51218.1022647025	32093.9046981323	56636.6845920345	53477.4398179865	54723.6571314375	58255.6045584836	65831.8908637753	56945.6496729377	62027.4441463533	65189.8609354332	58181.7656070193	69410.3674711366	62427.6961663796	64786.2319620223	71438.0418775354	79322.5344973507
2280242.84138083	2398077.10431748	1965994.79087726	1888977.87755183	1511577.02316662	1996183.98412761	1671873.12222715	1615356.68856118	1538606.81981219	1355221.4349846	1207554.22831492	1544547.60298559	1269532.75362387	1317376.24568654	1241507.90060999	1168118.730239	1273491.57747655	1335667.44407882	1293759.05030087	1214641.15734434
56620.6760087709	96463.5245285829	63616.3328631159	69361.1381215392	74808.7840085023	59656.2788102984	84986.5312772676	71453.2838780266	79299.2186187117	67747.5758691822	81819.8552020658	77696.1231122829	78606.4265001584	71266.6576873759	67396.3047463232	65832.0507892733	71158.8781823412	71428.6200462465	63232.5038054181	69644.4576824937
16869.3207027989	29394.0391685971	25210.8076283188	30253.5313638503	34282.4136638073	10803.7322850319	39164.3304142948	32078.009623454	34454.7655226154	33447.4812272601	46508.5146419487	37797.4805907023	40953.1206860938	41476.3198884339	32180.0243560054	36641.2151563779	35983.3336305638	39989.8236950014	32619.0563059433	42726.2549561627
11155.469916115	19625.5139235721	19773.5060505784	27444.5570778409	29055.7191141489	6635.86500591243	34801.4248266072	28655.0506766252	29317.5078952688	28655.0360339069	40082.0912325077	33685.0967659991	35120.4840675633	35916.378323019	26638.4127339115	29512.9092601371	31747.6679837484	30715.3702789415	24286.3795037931	33868.6521534898
5525.78319497338	13866.0170902505	14819.7352571684	22072.4863861765	23388.7567119935	88.0098367010214	29025.7407736379	22835.235280871	23554.3440746258	22761.1854399341	35948.9136242087	27645.5191360466	28967.9710061039	29748.9249828245	18351.3353164336	23122.7692424573	23862.0598435478	24462.0316164964	16842.5002725319	27241.1335132965
248428.851877714	301499.18296294	208215.034443918	180260.834691042	136532.885323647	151071.554848409	147774.189366263	127744.992785986	119827.464279058	131446.011870906	148920.860695886	150272.802883699	154979.05299613	171609.454131896	186474.472427612	180006.931847955	192128.316846713	200600.349173553	177067.221824483	184363.811703663
243482.363007037	221888.427386189	222920.490447567	210646.881519722	205034.529000667	222561.706705259	203905.16388491	203099.964894628	202546.426284703	207287.588092778	197070.18872941	208151.827074536	197100.909151151	206705.141882213	208558.104587937	212582.245629569	203888.742681574	215376.813676103	210586.538681	203940.933843331
24268.6401099554	39064.1249534639	34359.4007735963	44982.6477228806	48165.2481941747	26642.11396931	52747.5690865191	47116.3523874674	52574.5852815194	48142.4845280485	56469.7087440826	52584.4713886031	56342.9067561345	57850.4714973765	50094.2264709375	50403.7769271342	54725.0598589095	53019.3366795845	50909.3022032795	53848.4593694366
45040.65603621	49106.5440129327	39466.1881066203	47289.1148485299	53291.4900319078	29170.8159936573	48626.3095688879	49463.9949791172	55966.7239019864	51361.8595701892	56874.4665526148	52689.9789005169	54563.3088973754	51858.2872698347	41935.2620704168	48181.6510584046	46264.1714413021	45948.834858948	40483.7664007264	50175.9438997848
209204.243731314	179857.878041945	225759.061313822	250185.11154482	212894.741960096	229900.14125337	194459.344252389	207349.71981428	196207.238200251	187926.666807835	174317.994399774	192260.865691392	169976.180741921	171667.920137701	161211.093794733	166577.663167335	144594.79528619	152548.162897755	146668.998687516	140203.95466987
16701.0715274703	26456.7331270289	23911.0116712986	31939.1509691014	34535.4394681892	12648.1778268872	39548.7989851639	33843.2604118996	33939.0852077752	33534.2042626296	45061.6085371027	37073.8292445503	39764.056133671	38824.7249993601	28870.9189270675	32315.970436531	34930.1809604388	33918.6491590447	26174.5941216622	37284.9324658059
43162.1983699442	59648.1582586434	55360.4810102306	60739.633355043	69737.3749340756	49463.8187339449	74831.1045882223	66856.3710725314	76265.2524082534	73018.2569535088	82975.4360351727	80155.2903506717	79901.2862945697	82943.1359029132	75657.7785679737	76422.9118058912	75032.0692713267	80081.3097693187	70412.8045040285	78785.1171868358
71315.1692426923	68890.325025998	77594.5111355082	69514.6962911277	86846.6521354389	68398.743289757	104781.621222125	87683.3875006924	91029.7934670586	113674.454160146	112212.823488997	114914.185710863	104099.927753373	120019.147185775	87275.3775309377	98109.4951440941	99199.8146620584	109313.704547319	80830.3920275267	83293.7772196811
