LFC_0-1	LFC_1-2	LFC_2-3	LFC_3-4	LFC_4-5	PID
0.1539853025457459	0.19983591858634975	0.08925918173041858	-0.23852371128575167	-0.34816952226483083	AT1G01090.1
0.3148720204003872	0.08451551173317991	0.0483221707909949	-0.3168769764524919	0.02650009367490591	AT1G01120.1
2.6517338998686917	-0.7552808402631856	-1.956341623750498	0.062182574727347215	-0.08191595111651631	AT1G01280.1
-0.06753821998103657	0.002933365571322665	0.06310297171009996	-0.27669566139124147	-0.043654663786204057	AT1G01300.1
-0.009339780651502061	0.09324954039403754	-0.260172485886883	-0.29266088925794603	0.0031616813945852607	AT1G01350.1
0.05152823709131413	0.14088892984571533	-0.033110609485225026	-0.25089943286939265	0.05158087225864117	AT1G01360.1
0.0	0.0	0.0	0.0	0.0	AT1G01570.1
-0.0472890600658441	0.13029394155589474	0.5919339078494454	-0.6644842312834672	-0.6051652235186877	AT1G01600.1
0.13157244078646954	0.09615190807916969	0.02410048462842855	-0.193641771544713	-0.45068741235692583	AT1G01610.1
0.07304054154244682	0.08377259111996342	-0.020968397403480755	0.11476425557428352	0.1336566065832636	AT1G01650.1
0.3243519790187756	0.09156140794746202	0.09986541552565406	-0.22483505771372322	0.009215212646363364	AT1G01710.1
-0.23494310253830675	-0.06530634905273565	0.037321312129536204	-0.15898267051206835	-0.20143557318943087	AT1G01725.1
0.8263363229543722	-0.22209001392324412	-0.9723275815154455	0.9017689132821795	0.14869485593914164	AT1G01750.1
0.16487034504968476	0.25415473619135526	-0.10653184398524171	-0.12287224228777914	-0.09674837403655152	AT1G01800.1
0.3460493356525141	0.1923289838461356	-0.031794272473090454	-0.30824136399120233	0.05815047874732923	AT1G01820.1
0.11876620106911331	0.1574756488713908	0.0961786186677937	0.09533351315328284	0.038648278820391756	AT1G01900.1
-0.23695001436202354	0.16263035005278859	0.061529323496393	-0.1506489174108333	-0.14262574482298873	AT1G01910.4
0.516172456727034	0.054147109970965904	-0.6992516085101421	0.2548629111074728	-0.02927838199703496	AT1G01930.1
-0.17500965803656957	0.025289474576587756	-0.2959366923151639	-0.14216435184643844	0.13524561789647305	AT1G01940.1
-0.0745847040869948	0.028126114452638275	-0.15956502569764883	-0.03961027209287067	-0.11063563980459315	AT1G01960.1
-0.444690430368677	-8.210768737631664	9.946818569964387	2.310186153326347	-0.491635737258943	AT1G01980.1
0.0	0.0	0.0	0.0	0.0	AT1G02000.1
-0.010224384029959035	0.19781694213120735	1.6002050158364898	0.4645933237530762	-0.4084121113834536	AT1G02010.1
2.4970389459131352	-0.4079556412368953	-1.8648041867651444	-1.2946122106623816	0.024808105948041715	AT1G02050.1
-0.24387083533434026	0.19011394323916145	-0.19230546743192742	-0.20210746846131072	-0.07926137351526698	AT1G02130.1
-0.1343856385855497	0.07551220880303078	-0.21545729485338397	-0.47520060215378074	0.06375652489247484	AT1G02140.1
0.004451640776359955	0.07679501922005003	-0.742607883104958	-0.08917163161430591	0.123589644715026	AT1G02150.1
