AT1G01090.1	1481600.0	2196300.0	2878500.0	2716900.0	3095300.0
AT1G01120.1	9311.1	8670.0	17233.0	8424.8	9285.5
AT1G01300.1	236050.0	250810.0	347960.0	244260.0	296170.0
AT1G01350.1	102680.0	104040.0	70215.0	91145.0	80464.0
AT1G01360.1	4695.5	4079.1	4610.6	4474.7	4448.9
AT1G01600.1	3494.6	1757.0	918.45	803.74	703.88
AT1G01610.1	679440.0	317290.0	371440.0	217970.0	200970.0
AT1G01650.1	17579.0	15263.0	8909.0	11959.0	8902.6
AT1G01710.1	233550.0	214440.0	188990.0	196340.0	195740.0
AT1G01725.1	0.0	0.0	0.0	0.0	0.0
AT1G01800.1	130770.0	163100.0	241630.0	163220.0	187450.0
AT1G01820.1	28627.0	26806.0	54460.0	30203.0	41100.0
AT1G01900.1	304500.0	871420.0	1813100.0	1239100.0	1431700.0
AT1G01910.4	150330.0	157250.0	230710.0	167970.0	191560.0
AT1G01930.1	112200.0	111680.0	78544.0	101750.0	97019.0
AT1G01940.1	79047.0	78015.0	60920.0	71382.0	64703.0
AT1G01960.1	1040600.0	1164200.0	955820.0	1154300.0	1111800.0
AT1G01980.1	2159.2	2351.7	2395.9	2201.8	2565.7
AT1G02000.1	6242.6	7751.7	6529.0	6647.4	5931.2
AT1G02090.1	120750.0	115900.0	152210.0	133220.0	158300.0
AT1G02130.1	148040.0	131290.0	194260.0	157590.0	206050.0
AT1G02140.1	341370.0	381160.0	297920.0	372170.0	355590.0
AT1G02150.1	57989.0	65659.0	53493.0	76120.0	87712.0
AT1G02170.1	43994.0	42987.0	36093.0	39868.0	36175.0
AT1G02305.1	231020.0	214560.0	183660.0	180500.0	174630.0
AT1G02330.1	133870.0	146520.0	124240.0	144570.0	136760.0
AT1G02560.1	236290.0	271710.0	390370.0	306560.0	377290.0
AT1G02680.1	5251.7	5115.8	4467.8	4752.0	5164.4
AT1G02730.1	42707.0	42750.0	19975.0	34603.0	26811.0
AT1G02740.1	23127.0	25743.0	17406.0	21869.0	20151.0
AT1G02780.1	1141800.0	1096100.0	858540.0	974360.0	898590.0
AT1G02790.1	31096.0	32852.0	32596.0	31518.0	28170.0
AT1G02840.1	384210.0	420270.0	232140.0	375920.0	327040.0
AT1G02870.1	66170.0	56498.0	22173.0	42789.0	33072.0
AT1G02910.1	35938.0	37181.0	46757.0	41619.0	52893.0
AT1G03000.1	115840.0	110740.0	102720.0	110120.0	109190.0
AT1G03090.2	217860.0	232370.0	219890.0	217990.0	218790.0
AT1G03110.1	102340.0	103990.0	68584.0	92506.0	82182.0
AT1G03130.1	5357.6	13085.0	29233.0	16081.0	21987.0
AT1G03140.1	119120.0	119560.0	75923.0	109620.0	99028.0
AT1G03150.1	13461.0	13601.0	13758.0	12112.0	13371.0
AT1G03190.2	80854.0	82072.0	58542.0	72732.0	66330.0
AT1G03210.1	31648.0	45733.0	70322.0	48493.0	59807.0
AT1G03220.1	46967.0	74270.0	101570.0	84358.0	91761.0
AT1G03270.1	20343.0	23363.0	21054.0	26221.0	24256.0
AT1G03310.2	129020.0	135290.0	121140.0	123040.0	122080.0
AT1G03330.1	24956.0	32416.0	45455.0	37734.0	42206.0
AT1G03360.1	30262.0	29085.0	19549.0	26121.0	24986.0
AT1G03430.1	13894.0	15473.0	13655.0	15382.0	16105.0
AT1G03475.1	545140.0	654730.0	626310.0	694760.0	692150.0
AT1G03495.1	0.0	0.0	0.0	0.0	0.0
AT1G03530.1	16917.0	13457.0	6465.7	11400.0	10099.0
AT1G03590.1	36494.0	25548.0	23974.0	24283.0	25863.0
AT1G03600.1	116270.0	146360.0	495310.0	178680.0	305460.0
AT1G03680.1	100740.0	194210.0	395960.0	216340.0	269280.0
AT1G03760.1	131360.0	130010.0	87311.0	110370.0	97886.0
AT1G03880.1	468160.0	379690.0	10303000.0	241660.0	1220200.0
AT1G03950.1	37720.0	33666.0	23470.0	30960.0	31664.0
AT1G04110.1	21106.0	25419.0	32173.0	23891.0	26619.0
AT1G04130.1	103150.0	97291.0	83872.0	107930.0	110250.0
AT1G04190.1	277480.0	302630.0	230760.0	291700.0	266850.0
AT1G04220.1	49435.0	47167.0	77328.0	43731.0	55110.0
AT1G04260.1	10058.0	12952.0	18387.0	13111.0	15725.0
AT1G04410.1	2086600.0	2177600.0	1762500.0	2108800.0	1975200.0
AT1G04420.1	41710.0	50704.0	79800.0	52380.0	67244.0
AT1G04520.1	25757.0	33541.0	16969.0	31794.0	28179.0
AT1G04580.1	771300.0	1728700.0	3626200.0	2547900.0	3068900.0
AT1G04620.1	57115.0	66815.0	102230.0	79935.0	93201.0
AT1G04630.1	139980.0	133300.0	158840.0	152660.0	196610.0
AT1G04640.2	12669.0	14719.0	13785.0	13995.0	13985.0
AT1G04660.1	128120.0	289980.0	405630.0	408650.0	483920.0
AT1G04690.1	548940.0	515050.0	796890.0	604820.0	737110.0
AT1G04710.1	97666.0	96577.0	102950.0	91325.0	92392.0
AT1G04730.1	39475.0	40407.0	18830.0	32154.0	27957.0
AT1G04750.1	879580.0	877250.0	703120.0	821390.0	798440.0
AT1G04810.1	344350.0	310900.0	216250.0	296690.0	286100.0
AT1G50010.1	4519200.0	5124700.0	3556600.0	4824300.0	4466600.0
AT1G04850.1	383420.0	381740.0	364410.0	353010.0	347200.0
AT1G04860.1	116680.0	120300.0	98537.0	105300.0	98629.0
AT1G04870.2	204320.0	194440.0	121210.0	173570.0	150940.0
AT1G04920.1	16309.0	26663.0	48449.0	32497.0	41137.0
