AT1G01120.1	12801.0	16205.0	13675.0	14821.0	22701.0	26009.0
AT1G01960.1	125410.0	106540.0	100470.0	76570.0	74668.0	67735.0
AT1G02010.1	2569.8	2220.1	1868.2	6141.2	5727.8	4641.3
AT1G02330.1	5155.9	6261.6	4769.9	2868.1	3667.6	2663.3
AT1G02730.1	12458.0	7395.7	7763.3	5544.2	3419.3	4426.3
AT1G02840.1	44187.0	48636.0	47245.0	46735.0	28355.0	29671.0
AT1G02840.1	32787.0	34243.0	32280.0	33573.0	20412.0	22056.0
AT1G03590.1	14119.0	13422.0	13569.0	12029.0	9400.9	9902.4
AT1G04410.1	1201.9	1442.7	1944.7	1570.5	2158.8	1754.1
AT1G04450.1	210.25	197.51	0.0	2778.4	2987.4	2283.8
AT1G04950.3	12584.0	8959.0	7264.5	5327.9	5464.5	4952.5
AT1G06550.1	10144.0	8112.7	6437.7	8060.3	8730.8	10424.0
AT1G07110.1	6603.5	6041.0	7138.1	7020.4	6266.0	6363.6
AT1G07110.1	41551.0	33633.0	35162.0	35830.0	32303.0	36974.0
AT1G07110.1	0.0	0.0	0.0	0.0	0.0	0.0
AT1G07110.1	0.0	0.0	0.0	0.0	0.0	0.0
AT1G07110.1	16477.0	16980.0	19139.0	23523.0	19797.0	19617.0
AT1G07350.1	0.0	0.0	0.0	0.0	0.0	0.0
AT1G07705.2	6437.9	7227.2	8913.7	8175.5	6092.4	6712.4
AT1G07705.2	8454.1	7146.4	5969.6	5256.6	4654.6	4435.1
AT5G22880.1	2970.2	3407.3	2935.7	2636.0	2343.6	1505.4
AT5G22880.1	4951.4	5533.2	4861.8	4555.0	3477.8	2776.2
AT1G08640.1	0.0	0.0	0.0	0.0	0.0	0.0
AT1G08700.1	1998.1	1491.9	1424.4	1812.6	970.28	1282.6
AT1G09520.1	21396.0	23882.0	24214.0	20074.0	12907.0	13523.0
AT1G09780.1	0.0	0.0	0.0	0.0	0.0	0.0
AT1G09780.1	0.0	0.0	0.0	0.0	0.0	0.0
AT1G10090.1	8970.3	7103.3	6274.7	7249.0	10107.0	7769.8
AT1G10290.1	0.0	0.0	0.0	0.0	0.0	0.0
AT1G10290.1	0.0	0.0	0.0	0.0	0.0	0.0
AT1G10290.1	52405.0	43490.0	45585.0	50745.0	44290.0	44691.0
AT1G10290.1	0.0	0.0	0.0	0.0	0.0	0.0
AT1G10290.1	12362.0	12354.0	13002.0	14870.0	12792.0	9055.8
AT1G59610.1	11490.0	9911.1	7661.0	3107.8	4450.6	6265.5
AT1G59610.1	127410.0	109770.0	115920.0	117360.0	99219.0	65499.0
AT1G10290.1	8579.1	7396.4	7824.6	11058.0	11735.0	8247.4
AT1G10290.1	3181.4	3599.9	2076.8	1938.6	983.99	2153.6
AT1G10385.1	0.0	0.0	0.0	0.0	0.0	0.0
AT1G12000.1	29667.0	19460.0	16605.0	16098.0	11941.0	12156.0
AT1G12360.1	2074.0	1735.5	2425.9	2086.0	2416.6	1826.3
AT1G12360.1	8420.4	6659.9	7657.3	8171.7	8759.3	6886.1
AT1G12910.1	7138.8	6073.1	4482.6	4606.2	3727.6	4356.5
AT1G12930.1	13606.0	12679.0	13207.0	11375.0	11991.0	10696.0
AT1G13020.1	1337.0	2970.8	2746.9	2069.8	2728.2	2495.0
AT1G13020.1	1028.9	965.17	1238.7	1963.8	1360.8	1044.7
AT1G13020.1	0.0	0.0	0.0	0.0	0.0	0.0
AT3G04120.1	25152.0	33647.0	19969.0	11538.0	19575.0	19218.0
AT3G04120.1	3666.8	7239.9	7691.1	10443.0	9004.4	7934.8
AT1G14040.1	0.0	0.0	0.0	0.0	0.0	0.0
AT1G14460.1	4900.8	4952.1	5738.6	4226.5	4102.1	4463.3
AT1G14460.1	9497.3	8635.6	8449.1	7645.2	6841.9	6886.1
AT1G14510.1	18953.0	9777.4	3575.5	1917.6	4054.2	4438.1
AT1G14570.2	2638.4	2304.0	1973.9	2220.0	1714.3	1951.1
AT1G15340.1	6779.2	6601.7	7086.4	4691.1	3197.8	3830.9
AT1G15940.1	9583.7	7194.5	6436.9	5356.4	4693.3	4690.9
AT1G15940.1	9583.7	7194.5	6436.9	5356.4	4693.3	4690.9
AT1G15940.1	16297.0	18432.0	19592.0	15124.0	11397.0	12706.0
AT1G15940.1	0.0	0.0	0.0	0.0	0.0	0.0
AT1G15940.1	26804.0	18603.0	17967.0	12921.0	8677.6	10255.0
AT1G16860.1	15646.0	15040.0	14462.0	16346.0	14763.0	12133.0
AT1G16860.1	13484.0	9549.1	10664.0	13678.0	9162.6	11257.0
AT1G16860.1	24118.0	26979.0	28673.0	27384.0	19700.0	15869.0
AT1G16860.1	12536.0	10775.0	9649.5	14916.0	11834.0	12209.0
AT1G78880.1	1386.6	5657.4	4849.1	5022.2	2224.6	2141.7
AT1G78880.1	2419.8	8310.7	6816.6	3936.5	2832.7	2664.8
AT1G78880.1	1386.6	5657.4	4849.1	5022.2	2224.6	2141.7
AT1G17210.1	26896.0	24228.0	27058.0	27739.0	20581.0	20032.0
AT1G17210.1	19234.0	17259.0	16121.0	15434.0	11601.0	12105.0
AT1G17210.1	10266.0	11781.0	11841.0	11472.0	8527.4	8767.9
AT1G17210.1	5215.0	4483.3	5205.3	6729.6	4276.8	4463.2
AT1G17210.1	8239.6	6414.5	5140.8	6258.9	3932.7	5281.4
AT1G17210.1	7340.6	4905.8	3218.0	2794.6	2430.3	2659.4
AT1G17210.1	13629.0	11506.0	9368.4	9054.8	8229.5	7522.9
AT1G17210.1	6502.6	7451.1	7130.7	6812.7	5221.9	5869.0
AT1G17210.1	8616.5	7382.8	7339.8	9025.6	5977.3	6281.5
AT1G17210.1	6909.5	8297.2	9838.5	10064.0	12061.0	8034.5
